user_prompt,output,유형,극성,시제,확실성
족저근막염으로 근 1년 정도 치료를 받았지만 차도가 없다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
이 때문에 금나라는 고려를 극진히 대우해 침략하거나 횡포하게 굴지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
수복 이후 경복궁 재건이 논의되었으나 성사되지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
단편 다큐멘터리 부문 후보에 오른 이승준 감독의 ＇부재의 기억＇도 안타깝게 수상하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
다만 재판부는 이 전 이사장 등 전·현직 임원의 배상 책임은 인정하지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
비타민C·D를 적정 수준 이상 유지하는 것이 면역력을 키울 수는 있지만 코로나19 예방과의 연관성은 검증되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
카드를 이용한 자동결제·납부 서비스 이용은 2017년 12월 22.5%에서 2019년 12월 26.2%로 상승세를 달리고 있지만 지금까지는 여러 카드 정보를 통합해 조회할 수 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
6일 문학출판계와 해당 작가에 따르면 김금희·최은영 소설가가 이상문학상 우수상 수상을 거부한 데 이어 이기호 소설가도 수상을 거부했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
왕과 왕비 외에는 아무도 대궐에서 말이나 가마를 탈 수 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그렇게 일을 해도 어디에도 희망은 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"이들은 각각 96시간, 280시간 초과근무를 했는데도 시간 외 근무수당을 받지 못했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
"그러나 정조는 ＂강간당했다는 말을 듣고 강간한 자를 죽이려는 분노가 폭발했으니, 혈기가 있다면 누구나 그러했을 것이다. 또한 그의 아내가 스스로 증명했고 그자는 변명의 말이 없으니 강간 현장에서 체포된 것과 무엇이 다르겠는가＂라고 죄인을 두둔하면서 살인죄를 적용하지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
1일 시장조사 업체인 D램익스체인지에 따르면 지난해 12월 D램(DDR4 8Gb) 고정거래가는 2.81달러로 전월 대비 변동이 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
흐르는 시냇물에 남녀가 모여 모두 의관을 언덕에 놓고 속옷을 드러내는 것을 이상하게 여기지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
김천일은 병법에 어두워 제멋대로 군사를 썼으며 진주목사 서예원과 사이가 좋지 않아 서로 헐뜯느라 명령이 제대로 전달되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
혹여 중국에서 사들여온 철제품이 손상되면 조선에서는 이를 다시 단련하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그런데 그는 귀족이 아니었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
강화도 초지리 매화마름군락지에서만 생산되는 ＇매화마름 쌀＇로 빚은 우곡주는 생주로 마셔야 가장 맛이 좋지만 가격이 비싸고 유통·판매가 어려운 탓에 대중화되기 어려웠다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"김 감독은 지난달 말 소집 명단을 발표한 뒤 이강인(발렌시아), 백승호(다름슈타트) 등 어리고 경험 많은 선수들 자리를 비워놨지만 소속팀과 협의되지 않아 이들 선수를 쓸 수 없게 됐다.","사실형,부정,과거,확실",사실형,부정,과거,확실
오랜 내전으로 전쟁 경험이 풍부한 데다 조총이라는 신무기로 무장한 왜군에 조선군은 상대가 되지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
적금 가입자가 몰리면서 하나은행 공식 앱 ＇하나원큐＇는 지난 3일 종일 접속이 잘되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그러나 아이러니하게도 이 명령은 지켜지지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
＇기생충＇은 미술상과 편집상 후보에도 올랐으나 수상에는 실패했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
또 ＂진상이 밝혀질 때까지 죄인으로 살아야 하고 가족들까지 죄인 취급 받는 현실이 견딜 수가 없다＂며 ＂솔직한 심정으로는 실명과 곡명을 하루빨리 오픈해 알고 전 국민에게 (궁금증을) 해소해줬으면 한다＂고 다시 한번 결백을 주장했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
하지만 당시 공연은 누구도 예상치 못한 코로나19 팬데믹으로 인해 완벽한 안녕을 고하지 못했었던 바이다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
앞서 지난 2004년 여름 제주시 애월읍 하귀리 가문동 해안에서 길이 14ｍ에 달하는 브라이드고래 사체가 발견됐으나 부패 정도가 심해 자세한 연구는 이뤄지지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
BTC와 ETH 외에 하루 평균 90만 달러 이상의 수입을 제공하는 암호화폐는 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
이에 연구위원 발령을 받은 고위 간부들은 사표를 제출하는 경우가 적지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
중국 우한에서 발생돼 전 세계적으로 번지고 있는 신종 코로나바이러스 감염증(우한 폐렴) 여파로 아시아에서 열리기로 계획되었던 미국여자프로골프(LPGA) 투어 3개 대회가 모두 취소됐다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
세월호 참사를 다룬 단편 다큐멘터리 ＇부재의 기억＇ 역시 수상자로 호명되지는 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
전체주의적인 ＇시진핑 체제＇의 억압은 ＇전염병＇이라는 ＇팩트＇를 막지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"반면, 임지현 문학사상사 대표와 이상문학상 담당 직원은 간담회 취소 공지 이후 전화를 받지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
이에 공주가 곧장 대청에 들어가서 의자에 앉아서 말하기를 ＂나는 왕의 딸이다. 내 비록 죄가 있어 정배되었지만 어찌 수령 따위가 감히 나에게 관비의 일을 시키는가＂ 하여 결국 일을 시키지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
광해군 2년(1610) 발간한 《동의보감》은 동양의학의 본고장 중국에서도 크게 주목을 받았지만 정작 조선에서는 의술의 발전으로 이어지지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
주로 정부(방위사업청)를 상대로 사업을 하다 보니 실적은 안정적으로 유지할 수 있지만 폭발적인 성장이 기대된다는 평을 받지는 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"날이 저물 무렵 다시 모여 가족들을 찾아보니 큰딸, 막내딸, 노비 셋이 간 곳을 알 수 없었다.","사실형,부정,과거,확실",사실형,부정,과거,확실
치열한 공방을 거쳤지만 손 회장과 함 부회장 모두 중징계를 피해갈 수 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그래서인지 2년 전 85억원에 김환기의 붉은 점화 ＇3-Ⅱ-72 #220＇을 낙찰받은 사람도 지금까지 소유 사실을 밝히지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
다만 삼성SDI의 중대형 원통형 배터리 양산 시기와 규모는 구체적으로 정해지지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
정순왕후는 죽어서도 남편과 만나지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
특히 후반전은 선취점을 넣은 미들즈브러가 수비를 강화하면서 제대로 된 슈팅조차 날리지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그는 ＇2020년까지 남북한이 통일되지 않을 경우를 상상하기는 매우 어렵다＇고 했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
문제는 3개 단체가 동시에 앰프와 영상을 이용한 확성기 집회를 경쟁적으로 벌였기 때문에 경찰이 단체마다 소음 수준을 측정하기 어려웠다는 점이다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
석씨는 재판에서 자신은 당시 아이를 낳지 않았고 아이들을 바꿔치기하지도 않았다며 혐의를 완강히 부인했지만 법원에 받아들이지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
딸은 왜적에게 욕을 당할까봐 아버지에게서 패도를 받은 이후로 한 번도 머리를 빗지 않고 얼굴도 씻지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
서거정의 《필원잡기》에 따르면 황희는 자신의 집에서도 성격이 너그러워 아들과 손자는 물론 종의 자식들이 울부짖고 장난을 치면서 떠들어도 꾸짖지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
대마도는 태종이 이종무를 시켜 완전히 정벌했지만 복속하지는 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"미술상, 편집상만 수상이 불발됐다.","사실형,부정,과거,확실",사실형,부정,과거,확실
절대왕권을 휘둘렀던 중국과 달리 우리나라는 신권이 강했던 조선은 궁궐 등 왕과 관련된 건축물을 크게 짓지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
이 때문에 거리낌 없이 날뛰었으나 관에서 금할 수가 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
흔히 임금의 후궁 등 측근들이 권력을 남용하는 사례가 무수히 발생했지만 인조는 이를 허용하지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
물론 유교 국가에서 불교에 심취한다는 비판도 있었지만 효령대군에 대해 세종이 우애 있고 공손하게 대접해 문제가 되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"누리꾼들은 ＂또 해내시는 게 대단하시네요. 대한민국 공군 분들 파이팅입니다＂(다***), ＂청춘인데도 불구하고 국방의 의무를 수행하시는 분들께 감사합니다＂(han***), ＂인투 더 듀티, 힘내요!＂(이***)라며 격려의 말을 아끼지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
"사우샘프턴은 올 시즌 15위 안팎으로 처져 있었으며 20개 팀 가운데 실점(38점)이 두 번째로 높을 정도로 수비력이 좋지 않은 팀이지만 토트넘은 승점은 물론, 득점도 올리지 못했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
앞서 국내 최대 반도체 전시회인 ＇세미콘 코리아＇가 취소됐고 다음주로 예정됐던 한국반도체산업협회의 정기총회도 취소됐다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
경험해보지 못했기 때문이다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"심노숭의 《자저실기》에 따르면, 인조의 총애를 받던 귀인 조 씨가 전라 감영에 하인을 보내 청탁을 했는데, 당시 전라 감사였던 허적, 1610~1680은 이를 들어주지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
20세기 초반 유럽은 지금처럼 근사한 곳이 아니었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
또 지역 내 후보 단일화에도 실패했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
경제를 떠받치는 든든한 허리 역할을 하던 중산층이 얇고 굽은 허리로 전락한 현상이 심각한 사회문제라는 인식은 매일경제가 실시한 경제 전문가 50인 설문에서도 드러났다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
한국 중산층 생활수준이 ＇보통＇ 수준이라고 응답한 이들 대부분마저 정부 정책에는 만족스럽지 않다고 한 것이다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"정사연을 만나 개령, 김산에서 난리를 겪고 있는 궁인宮人 등이 서로 잡아먹었다는 말을 듣고서 경악을 금치 못했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
미국으로 떠난 그는 한국에 다시 돌아올 생각을 하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
앞서 금감원은 손 회장과 함 부회장에 대한 징계를 놓고 이미 두 차례 제재심을 열었으나 결정을 내리지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
마키아벨리는 이탈리아 통일 아이디어와 리더십 비결을 담은 ＇군주론＇을 써서 메디치에게 바치지만 그는 들춰 보지도 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"장자는 공자처럼 정치무대를 찾아 헤매지도 않았고, 묵자처럼 세상을 개혁하고자 하지도 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
하지만 맥레이는 ＇그때까지 중국이 중앙집권적 정치 체제를 유지할 것으로 생각하기는 어렵다＇고 했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
실제 왕건의 할아버지인 작제건 이전 부계 조상의 기록이 전혀 전해지지 않는다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그동안 불가피하게 2주택자가 돼도 막대한 종부세를 납부해야 하는 일이 종종 발생해 논란이 끊이지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
홍국영은 도승지와 숙위대장을 겸직하면서 늘 궁중에 거처했는데 그의 처소는 임금의 침전과 불과 열 걸음도 안 됐다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
국회의사당은 애초 이승만 대통령이 남산 건립을 추진하며 공모해 당시 스물아홉 살인 김수근 설계안이 당선되었으나 용지가 여의도로 바뀌고 5·16으로 인해 의사당 건립은 무산되었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
설령 죽이더라도 살인죄가 적용되지는 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"윤민수는 ＂내가 기다리고 있었던 건 공신력 있는 방송과 자료들, 공신력 있는 기관에서의 조사 결과로 좀 더 명확히 해명하고 사재기를 하지 않았음을 증명하는 것＂이라며 ＂단순히 하지 않았다고 말하는 것보다 좀 더 확실한 조사 결과와 자료로 보여드려야겠다고 생각했다＂고 전했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
교육부가 2017년 10월부터 YEEP라는 이름의 학생 창업 교육 프로그램을 내놓았지만 실적을 쌓지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
반도체 소재를 육성하려고 해도 마땅한 기업이 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
＇화이트 오스카＇란 오명을 깨려는 미국 영화계에 감사를 전하는 것도 잊지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
송파구 대단지인 헬리오시티도 한파를 피하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
31일 서울 광진구 세종대 캠퍼스에서 열린 기자간담회에서 양준일은 ＂일주일 전만 해도 조연이었던 저에게 이렇게 많은 취재진이 몰려 왔다는 것 자체가 믿기지 않는다＂며 말을 잇지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
대신증권은 투자자 피해가 거의 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그 모습이 감쪽같아 장수들도 그가 죽은 줄 알지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
이후 보수 정권에서 각종 혜택을 내세우며 내 집 마련을 부추길 때도 좀 더 저렴해질 때 사겠다고 결심했지만 잠실 아파트 집값은 그가 기대했던 수준으로 돌아오지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
현장 근로자들은 3교대로 근무를 하면 되지만 감독은 인력이 부족하기 때문에 3교대를 할 수 없는 상황이 많았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그러나 이후 6년 7개월 동안 추가 우승을 거두지 못하고 있었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
임산부 환자로부터 태아에게 전염되는 수직 감염 사례는 아직 보고되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
주춧돌과 기왓장만 남아 있던 도솔암은 지금으로부터 약 30여 년 전부터 뜻있는 스님들의 복원 시도가 있었으나 결국 그 뜻을 이루지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
지난해 아프리카돼지열병(ASF)이 창궐할 때도 발생 보도는 한 건도 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"그러나 을지문덕과 연개소문, 이순신 등 우리의 전쟁 영웅은 단 한 명도 등장하지 않으며 의병 활동과 같은 외세에 대한 자주적 저항 노력도 언급되지 않는다.","사실형,부정,과거,확실",사실형,부정,과거,확실
＇한국 처음＇ ＇아시아 최초＇ ＇세계 영화사의 전기＇란 평가가 쏟아지는 와중에도 봉 감독은 자신을 키운 거장들에 대한 경의를 표하는 데 정신이 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
이에 기존 등속 예측 모델로는 곡선 주행시의 상대방의 차량 위치를 제대로 표현할 수 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
두 명 중 한 명은 갑자기 큰돈을 빌려야 할 때 도와줄 이가 아무도 없다고 했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"온라인 공세와 사드, 노(NO)재팬 등 악재로 비틀거리던 ＇유통 공룡＇은 코로나19 공습으로 더 버티기 어려워진 것이다.","사실형,부정,과거,확실",사실형,부정,과거,확실
국상이 나서 장례를 치를 때마다 흥인문(동대문)을 통해 드나드는데 큰 수레는 지붕이 걸려서 나갈 수가 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
그들 중에는 글자 한 자 모르는 자도 많았고 거의 대부분이 활도 당기지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
하지만 여론을 돌려세워 공화당 의원들을 압박할 새로운 무기는 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
인권위는 지난 14일 청와대에서 ＇국민청원＇ 관련 문서가 착오로 보내졌다고 알려와 이를 반송했다고 언급했으나 정확히 어떤 착오인지는 설명하지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"이쯤 되면 신하들은 대개 ＇역린＇을 건드릴까 두려워 물러서는데, 조경은 그렇지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
또 FPS 장르의 최대 난제인 핵 방지 대책도 세워 지형지물 투시 핵을 방지하기 위해 적이 시야에 들어오기 전까지 이용자의 위치를 생략하는 ＇전장의 안개＇ 시스템을 적용했고 모든 게임이 서버 권한으로 실행되게 설정해 특정 이용자가 임의로 부정행위를 할 수 없게 했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
문제는 이 중요한 3대 영양소를 에너지로 바꾸는 작용을 돕는 비타민과 미네랄은 이제 많은 양의 음식을 먹어도 필요량을 채워줄 수가 없게 되었다는 것이다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
대주단은 조합이 시공사업단에 대한 소송을 취하하지 않고 공사비 계약 무효 의결도 취소하지 않는 등 최근 불거진 문제 해결에 적극적인 모습을 보이지 않았다고 봤다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"김재환 측은 미국 구단의 움직임을 주시했지만, 계약에 실패했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
"숙모가 억울한 사정을 관청에 고했지만 형조, 사헌부 모두 홍윤성의 권세가 두려워 사건을 맡으려 하지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
"2019년에는 149경기 타율 0.247. 25홈런, 61타점으로 준수한 성적을 냈지만, 밀워키는 테임즈와 연장 계약을 하지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
다만 먼 옛날에는 베풀도록 권장했을 뿐 그 이상을 강제하지는 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
광복과 전쟁 후 복구 시기를 거치면서 건축에 쓸 만한 새로운 재료들이 별로 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
＇기생충＇은 이날 각본상과 감독상 후보에도 이름을 올렸으나 수상으로 연결되지는 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
또한 얼핏 보아도 꽃잎이 쌀처럼 생기지도 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"지난 1996년에 아카데미 남우조연상 후보 (＇12 몽키즈＇), 지난 2009년, 2012년에는 (＇벤자민 버튼의 시간은 거꾸로 간다＇, ＇머니볼＇)로 남우주연상 후보에 올랐던 브래드 피트는 아쉽게도 아카데미 연기상과 인연을 맺지 못했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
대서양의 섬나라에 있는 이 회사도 지구 반대편에서 코로나바이러스가 일으킨 충격파를 벗어날 수 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
일본은 법이 엄해서 우리나라 서적이 일본 곳곳에 들어가지 않은 것이 없는데 반해 일본의 책은 나라 밖으로 나갈 수가 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"문학계 ＇성공한＇ 편집자이기도 한 그는 500권 넘는 책을 손수 꿰맸고, 세계와 문학의 간극을 좁히기에 게으른 적 없다.","사실형,부정,과거,확실",사실형,부정,과거,확실
마이너리그 강등 거부권을 계약에서 넣어 빅리그 입성이 유력한 김광현은 아직 보직을 확정하지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
산업 태동기라는 당시 시대상을 감안하더라도 정부가 게임이 지닌 생산성에 대해서는 이렇다 할 고찰을 갖고 있지 않은 시기였다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
기부자는 지금까지 자신의 이름과 얼굴을 단 한번도 공개하지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
하지만 언관들이 반발해 성사되지는 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
세정제가 남아 있는 편의점은 거의 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"통상 연말·연초가 되면 금융권에서 고금리 특판 상품을 내놓기도 했지만, 올해는 그마저도 찾기 어려웠다.","사실형,부정,과거,확실",사실형,부정,과거,확실
"A씨는 법정에서 ＂단순한 폭언 내지 답답하고 억울한 감정의 표현에 불과할 뿐, 협박의 고의가 없었다＂고 주장했으나 법원은 이를 받아들이지 않았다.","사실형,부정,과거,확실",사실형,부정,과거,확실
"앞서 이 회사는 2014년 두 차례, 2016년에도 한 차례 매각을 추진했지만 실패한 바 있다.","사실형,부정,과거,확실",사실형,부정,과거,확실
상승기에 매물도 희소해 정말 원하던 로열층도 아니었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
무협 관계자는 ＂안전운임도 부담이 나날이 증가하지만 기업들은 할증으로 인한 부담이 더 크다＂며 ＂안전운임위원회가 화물연대에 ＇기울어진 운동장＇이어서 할증의 근거를 명확히 밝히라고 요구해도 받아들여지지 않는다＂고 했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
어차피 정리를 하지 않는 내 물건들에 정해진 자리는 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"공군의 제트 전투기 시대를 연 F-86이 주력이었던  60년대 초에 졸업한 공사 8기생 105명 생도 가운데, 25명이 조종 특기를 부여 받았으나, 최종적으로 조종사로 선발된 인원은 20명을 넘지 못했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
이 단지는 2018년 준공한 입주 5년 차 새 아파트인 데다 1304가구 대단지인데도 한파를 피하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
내가 원산을 지나다가 명태 더미를 보았는데 한강에 쌓인 땔나무처럼 많아 숫자를 헤아릴 수 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
훗날 임기를 마치고 새벽 일찍 김안로 집에 가서 인사를 청하는데 김안로는 대꾸조차 하지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
사람됨이 이러했으니 《좌계부담》은 그를 나쁘게 평하지 않는다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"병법의 활용, 장수 선발, 군사 훈련 등의 정비는 논의조차 못 했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
트럼프 대통령 탄핵 심판이 상원에서 진행 중이지만 민주당 탄핵소추단은 단 한 명의 증인도 추가로 채택하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
ICE 웹사이트가 아닌 크립토 데이터 플랫폼 스큐(Skew)에 따르면 백트 옵션은 지난 10일 간 거래되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
조선시대에는 흉년 등으로 기근이 끊이지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
정부는 상병수당 도입을 위한 재원 마련 계획을 구체화하지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"우유곽을 잘라 속옷 상자로 변신시키고, 옷걸이를 프라이팬 거치대로 바꿔 작은 공간에도 더 많은 물건을 넣을 수 있도록 알려주는 그들의 ＇금손＇을 나는 도저히 따라할 수 없었다.","사실형,부정,과거,확실",사실형,부정,과거,확실
그러나 공수처는 이 같은 주장을 받아들이지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
이명박정부에서도 당시 한나라당(국민의힘 전신)과 정부가 유류세를 50%까지 내릴 수 있도록 합의하기도 했으나 법률은 개정되지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
하멜이 보기에 조선인들의 해외에 대한 지식은 태국을 벗어나지 못한다고 했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
포식자 캐릭터는 ＇기생충＇의 박 사장이 처음이 아니었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
관찰사가 맛있게 먹고 물고기 이름이 무엇인지 물었으나 아무도 알지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
기존에는 일반심사 중에 통합 심사로 전환하는 것이 불가능했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
물론 수당을 더 주는 일은 없었다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
"《산림경제》는 술을 마신 뒤 냉수나 냉차를 마시면, 신장에 냉독이 들어가 좋지 않다고 했다.","사실형,부정,과거,확실",사실형,부정,과거,확실
다만 연평균 5.8%씩 증가한 미국(29만4250명)과 3.5%씩 증가한 캐나다(2만9802명 엔 미치지 못했다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
굽거나 국을 끓이더라도 고약한 냄새가 사라지지 않았다.,"사실형,부정,과거,확실",사실형,부정,과거,확실
