user_prompt,output,유형,극성,시제,확실성
코로나19 충격이 가시면 우리는 확실히 달라져야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
대학은 각자 처한 상황에 따라 다른 길을 선택할 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
그 사람들에게 ＇살아 있다는 게 중요하다＇는 제목은 큰 의미로 다가올 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"증상이 자꾸 재발하거나 악화되면 약의 가지 수가 늘어나기 마련인데, 이럴 경우 이미 손상된 혈관과 신경의 상태는 더욱 나빠지게 된다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
망나니가 사람을 죽일 때 칼을 씻던 ＇뚜께우물＇이 이곳에서 발견되어 역사 속 순교를 확인할 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"2열을 접으면 1662ℓ 대용량 적재가 가능해 캠핑, 차박 등 레저 활동을 즐길 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
일자리와 연계한 ＇사회 가치 기반 조세 제도＇도 검토해 볼 만하다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
예를 들어 지난 3개월 동안 인력 100명의 1주 평균 48시간 노동으로 에어컨 2만대를 생산한 기업이 ＇이상고온 현상＇으로 주문량이 급증해 1주 평균 4000대(20%)를 증산해야 하는데 단기간에 인력 충원이 어렵다면 특별연장근로 인가를 받을 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"프랜차이즈의 경우 무분별한 브랜드 난립을 통제하기 위한 1+1제도, 즉 직영점 1개를 1년 이상 운영한 브랜드로 가맹점 모집을 제한하는 것도 시급히 검토해야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
하지만 산모가 강력히 원하거나 부득이하게 신생아와 접촉이 필요한 경우에는 산모와 신생아 사이에 커튼을 두거나 2ｍ 이상 거리를 둬야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
대형 커피전문점은 9월부터 커피에 카페인 주의사항을 반드시 표시해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"퇴직 후 중산층이 저소득층으로 전락하지 않도록, 연금 개혁도 반드시 이뤄져야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
"말로만 바이오 발전을 얘기하지 말고 이런 곳에 와보면 다른 나라는 무엇을 준비하고 있고, 우리는 무엇이 부족한지 등을 금방 깨칠 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
스파는 물론 샤워하는 동안 욕실 안 가득 퍼지는 풍부한 향도 즐겨야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
코스는 경복궁역에서 도보 10분이라고 소개하고 있지만 곱절은 생각해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"2관, 6관에서 연작 제품의 원료로 사용되는 전초와 백년초 성분을 모티브로 한 향을 느껴보고, 카페에서 연작 원료로 블렌딩한 시그니처 티를 즐길 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
올해 임금 상승발 인플레이션이 계속되면 내년에도 4%대 고물가 상황이 지속될 가능성을 배제할 수 없다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이러한 자세와 생각들이 자라서 성인이 되면서 자기 주관적인 삶이 아닌 남을 배려하고 이끌어가는 올바른 성인으로 자라날 수 있을 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
한 가지 약이라도 한 달 이상 사용하거나 계속 먹을 수밖에 없다면 몸속에서 빠져나가는 영양소를 보충해주고 모세혈관과 말초신경이 손상되는 것을 막아야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
박효신은 고요하면서도 복합적인 감정을 입체적으로 선보일 것으로 기대된다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
자본을 투입한 만큼 돈을 벌 수 있느냐에 주목해야 한다는 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
다양한 접근을 통해 자영업 생태계를 조성해나간다면 앞으로 닥쳐올 위기도 슬기롭게 해결할 수 있으리라 본다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
만일 계약이 영문으로 작성된 경우 단순히 번역문에 의존할 것이 아니라 영문 본래의 뜻을 잘 알아야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"전투기와 헬기 등 공중전력 국산화도 늘 부정적으로 반대논리를 펼치는 군사전문가들이 있지만, 우리가 가진 국력과 기술로 항공모함 보호를 위한 대공 및 대함 방어무기체계도 건조 기간 중에 충분히 개발이 가능하기에 공중, 해상, 지상 전력이 하나의 플랫폼으로 합동작전을 펼치는 다가오는 미래 전장에서 한국형 항공모함은 해상전력의 상징적인 존재로 그 역활을 다 할것이다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
BTS의 맏형 진은 현행 병역법이 개선되지 않는 한 올해 말까지 군에 입대해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"＇#친구＇ 카테고리와 ＇#자취에 도움되는＇ 카테고리를 선택하면 인테리어 조명, 실내 방향제 등 집들이 선물을 확인할 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
＂두 가지를 지키면서 100m 이내에서 웨지샷을 하면 프로 골퍼처럼 멋지게 홀에 붙일 수 있다.＂,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
미국 같은 선진국에도 항생제 수급 차질은 치명적일 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
연근해 방어 위주의 해역함대에서 벗어나 원양함대 구축을 위해 필요한 중대형 차세대 구축함 및 잠수함과 더불어 항공모함은 임진왜란에서 왜군을 제압한 거북선과 판옥선 이상으로 국민 모두의 기대에 부응하는 영해 수호의 최전선에서 우리 군의 핵심전력이 될 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"이는 우후죽순 생겨나 에어라인 파일럿의 꿈을 가진 학생들을 상대로 돈벌이에 급급한 국내 몇몇 대학교의 항공운항과를 가서 억대의 돈과 시간을 낭비를 하는 현재 상황에서 에어라인 파일럿이 되는 방안으로 환영 받을 일이기도 하고, 아울러 수익성도 가져갈 수 있기에 시도해볼 만한 내용으로 보인다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
사실 연락하기도 껄끄럽고 찔끔찔끔 보다 보면 서먹서먹해지면서 멀어지기 일쑤다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
하이재킹 당한 드론은 범죄에 악용될 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이용자는 MMORPG처럼 거점 ＇벨리카＇ 내부를 돌아다니며 NPC와 대화하고 각종 퀘스트 수행과 콘텐츠를 즐길 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"복어 독에 중독됐을 때는 참기름, 대두즙, 감람즙이 모두 해독할 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
＂책 속의 이미지 가운데 33퍼센트만 찾아낸다면 당신은 강우현을 남이섬에서 밀어낼 수 있다.＂,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
무엇보다 오늘날의 정치·경제 체제는 격변이 일상화된 복잡계라는 사실을 깨닫게 될 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이를 위해 지역사회 소비 진작을 위하여 온라인 쿠폰을 시민에게 나누어 주는 것도 좋겠다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
내가 쓰는 물건의 자리를 어디로 지정할지는 스스로 결정하면 될 일이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
여기부터는 걸을 준비를 하는 게 좋다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이런 때일수록 정확한 사실관계를 파악하고 있어야 건강을 지킬 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"간장에서 손톱과 발톱, 털은 물론이고 모래나 지푸라기 같은 잡물을 걷어내야만 먹을 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
간편해진 본인 확인 절차와 소비자 책임감소는 더 많은 고객유치로 이어질 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
유권자들의 마음을 얻고 싶다면 야당 스스로가 새로운 비전과 수권 능력을 보여줘야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
아이를 돌보는 보호자가 손위생을 철저히 하고 적절한 개인보호구를 착용해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"일본 정도를 본받는 수준이 아니라, 자동차 엔진이면 이에 준하는 성능과 기준을 조속히 마련해야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
무증상부터 심각한 호흡부전까지 다양한 양상을 보일 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
핀테크 기업이 은행처럼 고객에게 직접 계좌를 만들어주는 서비스가 가능해진다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"럼에 절인 베이컨을 파인애플에 말아 단짠의 진수를 경험할 수 있는 베이컨 파인애플말이(1만5000원), 치즈 크림 파스타에 잘 구워진 항정살 구이와 매콤한 꽈리 고추가 들어간 페코리노 치즈 리가토니(1만7000원)와 당근 퓨레를 곁들여 먹는 삼겹살구이(2만5000원)는 꼭 먹어봐야 할 메뉴다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
＇카오스 고블린 조합＇을 통해 신년 소환서를 최대 4등급까지 업그레이드할 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"다만 투자대상기업은 3년 이내에 증자금액의 80% 이상을, 연구·인력개발비, 연구시험용시설 및 직업훈련용시설 투자, 생산성향상시설 투자, 신성장기술 사업화 시설투자 등에 지출해야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
＇서머너즈워: 천공의 아레나＇에 이은 빅히트 타이틀이 탄생할지 주목된다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
또 시설자금 대출 시 소요자금의 최대 90%까지 지원하고 최장 20년까지 대출기간을 설정할 수 있어 대출금 상환에 대한 부담도 크게 낮출 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
도시에 내재된 위험도 다시 부각될 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
대학에 최대한 자율을 보장하기 위해서는 사립대에 규제 선택권을 주는 게 낫다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이산화염소는 락스의 주성분으로 일반 살균제로 사용될 수는 있지만 호흡기로 흡입할 경우 점막과 기도를 자극할 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"이팝과 조팝, 이름이 비슷한 이 두 나무의 차이를 먼저 알아보겠다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
하지만 누군가 나눔과 상생이란 착한 바이러스를 퍼뜨리기 시작한다면 그래도 희망이 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
＇차이메리카＇의 연결고리가 하나둘 끊어질수록 우리의 딜레마는 커질 수밖에 없다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
따라서 이뇨제 성분이 들어있는 고혈압약을 먹고 있다면 반드시 비타민 B1을 보충해주어야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"우리 군의 공중무기체계 선정 기준은 유사시 공중, 해상, 지상 전력의 전개와 대응 전략을 바탕으로 수립한 작전 요구 성능과 도입 이후 최대 30년간 운영유지, 성능개량, 후속군수지원까지 종합적으로 고려해 국익 차원에서 자주국방에 부합하는 방향으로 접근해야 할 것이다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
바지 뒷주머니에 넣어 다닐 수 있겠다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"이에 따르면 향후 영국 내 암호화자산 사업 매출 25만 파운드(약 32만 7,000달러) 이하 기업은 2,000 파운드(약 2,600 달러) 수수료를 지급해야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
"일정은 빠르면 3월 말, 늦어도 4월 초가 될 것으로 보인다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
이 수첩을 들고 블록체인 학교의 여러 교실을 뛰어다니며 각 칠판의 내용을 베껴와서 코스모스 교실의 칠판에도 작성할 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
농산물 상황도 유사한데 약속한 금액을 채우려면 미국산 대두 수출 물량 전체를 수입해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
특히 입지가 확고하지 않은 김광현은 시범경기 기간부터 증명해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
매해 불거지는 스크린 독과점 논란이 새해에는 배급사나 영화관이 아닌 ＇동물＇에 제기되게 생겼다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
우리는 도시의 집적효과를 극대화하면서도 그 리스크를 효과적으로 관리할 방안을 고민해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"수술 후 직장에 복귀하기까지 5주 정도 안정기가 필요한데, 회사에서 유급휴가를 주지 않아 한 달가량 끊길 생활비가 걱정이다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
이를 예방하기 위하여 소독과 위생관리를 철저하게 해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
게다가 블록체인 게임과 이스포츠의 결합은 신생 중의 신생이라고 할 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"나이가 들면 기억력이 급격하게 감퇴하며, 이런 증상이 반복되면 치매에 대한 우려로 자연스레 연결될 수밖에 없다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
목매어 죽은 자는 숨이 넘어갔더라도 아랫배가 따뜻하면 살릴 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
슈퍼스타 등급의 2루수 트레이너인 ＇무명＇은 여성 저승사자 캐릭터로 선수 육성 시 장비 구매 포인트인 ＇G포인트＇를 추가로 획득할 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
여드름처럼 울긋불긋 발진이 보인다면 두피 진정에 신경 써야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이러한 구조적인 문제로 인하여 나의 생각과 다른 의견에 대한 기회가 줄어서 보다 합리적인 판단을 헤칠 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
2014년 샌프란시스코에서 오픈한 프렌치 레스토랑 & 바 무슈벤자민을 서울 역삼동에서도 만날 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
국산 캔맥주가 이처럼 몸값 낮추기에 나설 수 있는 것은 술에 붙는 세금 체계가 반세기만에 바뀌기 때문이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
건강 위해성 차원에서 볼 때 우리 생활과 밀접한 도로변 등 사람 코앞에서 미세먼지를 발생하는 노후 경유차는 먼저 퇴출하거나 미세먼지를 제거하는 매연포집필터(DPF)를 서둘러 부착해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
아전들의 이런 악행과 간계를 단속하지 않고서는 고을을 잘 다스릴 수는 없다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
살길을 찾으려면 아마존의 습격에도 굳건한 월마트를 스터디해 볼 만하다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
지난 시즌에 이어 학원비는 20만원 이상이면 1만원을 돌려받을 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"만민이 기뻐하더라도 그중에 누군가는 원망하는 자가 있을 것이니, 세워서 욕을 먹을 바에야 세우지 않음만 못할 것이다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
밀집된 테이블의 간격을 넓히고 소비자의 여유 있는 동선을 확보해주는 노력이 필요하다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
그런데 이런 현대의학의 한계를 보완할 수 있는 방법을 찾지 못하면 환자 수는 기하급수적으로 늘어나게 될 것이 뻔하다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
시간이 지날수록 한번에 주고받는 공격갯수가 증가해 긴장감은 배가 된다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
문제는 이 다음이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
증오심을 유발하는 데 올인하지 말고 희망을 보여주는 ＇vote for hope＇를 유도해야 하는 이유다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
코로나19는 그에게 결정적인 힘이 될 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
문재인정부도 시 주석 방한 문제로 한국이 국가적 품위를 잃지 않게 처신해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이래저래 농협금융지주는 새 농협중앙회장이 온 후 한동안 뒤숭숭해질 공산이 크다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
그래도 사회의 역동성을 회복하려면 가계에 희망을 불어넣어야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"최고속도는 마하 1.8, 시속으로 표현하면 2200Km/h이며, 항속거리는 2,900Km로서 한 번 이륙해서 서울과 제주를 3회 왕복할 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
산모가 격리 해제되기전까지 신생아와의 접촉은 피해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
더 큰 문제는 게임에 대한 부정적인 인식이 더욱 확산될 수 있다는 점이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"리더가 되고자 하는 사람에게 명상(meditation)은 외부로 뻗어있는 의식을 내면으로 향하게 하며, 스스로에 대한 성찰과 영감을 얻을 수 있는 최선의 선택이 될 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
입장료 8000원을 내면 관람 후에 리아프가든센터에서 다육식물이나 꽃 등과 교환해주기 때문에 공짜로 구경한 기분으로 식물원을 나설 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
＂자신의 시선을 가지고 있으면 새로움은 자연스럽게 나오게 돼 있다.＂,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
한국 수출의 가장 큰 악재 중 하나였던 미중 무역분쟁이 1단계 합의에 돌입해 15일 서명을 앞두고 있는 데다가 미국·중국·독일의 제조업 지수가 일제히 상승하며 세계 경기가 회복할 것으로 보이기 때문이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
한 달 안에 코로나19를 잡지 못하면 글로벌 셧다운이 속출할 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"후방 주차 충돌 방지 보조(PCA-R), 원격 스마트 주차 보조(RSPA) 기능을 활용해볼 만하다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
3월 중순 일단 농협금융지주 이사회가 임추위를 가동하면 차기 회장의 윤곽이 드러날 것으로 보인다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
산업 현장에는 전염병과 무관한 인공지능 로봇이 더 늘어날 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
만약 투자자들 주장이 사실로 입증되면 판매사들도 법적 책임을 면하기 어려울 것으로 보인다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
육아·전직 등 개인 사정으로 퇴직을 고민하게 되는 매년 말 이뤄지는 이 같은 퇴직제도를 이용하면 수억 원대 퇴직금을 받고 나가 인생 ＇이모작＇이 가능하기 때문이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
＂이런 점이 개선돼야 한다.＂,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
이용자는 스테이지 공략을 통해 얻는 보상으로 멋진 의상을 제작하고 자신의 아바타를 꾸밀 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
충무로에 무려 101년 만에 찾아온 ＇기세＇가 인도할 한국 영화 산업의 다음 무대는 어디일지 기대된다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
만약 시간이 촉박하다면 오는 11월 있을 업그레이드에 포함됐으면 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"이와 달리, IRP는 가입자가 자유롭게 디폴트 옵션을 지정할 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
결국 캠퍼스 확진자가 무더기로 발생하고 중국인 유학생을 한데 모아놓은 대학 기숙사가 또 하나의 ＇슈퍼 전파거점＇으로 전락할 개연성이 크다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
귀여운 여성 강시 캐릭터인 ＇메이메이＇는 슈퍼스타 등급의 좌익수 트레이너로 선수 육성 시 정신 능력치를 보너스로 얻을 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
늘 하는 간단한 계약 정도가 아니라면 법률 전문가의 철저한 도움을 받아 작성해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
베타차단제 계열의 혈압약은 수면유도 호르몬인 멜라토닌 부족을 일으켜 불면증을 일으킬 수 있으므로 코엔자임큐텐을 보충해주어야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
처벌이 능사냐고 묻는다면 이에 관해서는 ＇그렇다＇고 답하겠다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
SM엔터테인먼트의 최고 에이스들을 모은 ＇K팝 어벤져스＇ 슈퍼엠은 데뷔 1년만에 일부 멤버끼리 활동해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
생명 잃은 사회로 전락하게 되는 것이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
하지만 영아가 확진자고 엄마는 아니라면 개인보호구를 착용하고 수유를 해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
사회나 국가도 이들 은퇴자나 장년층이 자영업 말고 할 수 있는 게 없다는 현실에 주목해야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
대학생이 선호하는 공기업에 취업만 잘된다면 굳이 서울에서 학교를 다닐 필요성이 감소한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"호수 구간 2km, 산악 구간 1.6㎞의 거리를 왕복하는데 30분 정도로 캐빈 안에서 제법 긴 시간을 즐길 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
이곳은 인도 보호벽이 있어 터널을 조용히 통과할 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
업소에서 지켜야 할 소독·위생 기준 등 소비자 접객 매뉴얼을 보급하는 것도 고려해볼 만하다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
촬영에 앞서 여러 장비 챙길 필요 없이 패키지 세트 하나면 충분하겠다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"KB손해보험의 ＇ONE KB 기업종합보험Ⅱ＇은 사업장 내 화재손해, 배상책임 등 다양한 리스크를 하나의 상품으로 보장 받을 수 있으며 기존 상품 대비 최대 10%까지 저렴한 보험료로 가입할 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
무엇보다 코로나19 사태 2년간 위축된 탓에 최근 폭발적으로 증가하는 다이닝 수요를 얼마나 끌어올 수 있을지가 관건이다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
스웨덴에서는 6시간마다 반려동물을 산책시켜야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
하지만 탐방로가 개설되면서 이제 어지간히 건강한 남녀노소라면 누구나 이 아찔하고 웅장한 바윗덩어리 정상의 호쾌함을 맛볼 수 있게 되었다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
하지만 그의 소설 ＇페널티킥 앞에 선 골키퍼의 불안＇은 기억할 만하다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
KB캐피탈의 ＇ONE KB 캐피탈＇은 신차할부·렌터카·자동차리스·의료기기리스 등의 상품 이용시 월납입금액 또는 수수료 할인 혜택을 제공받을 수 있다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"무장은 중거리 공대공 미사일 4발, 단거리 공대공 미사일 2발과 공대지 미사일 및 폭탄을 장착할 수 있다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
"광고 역시 Z세대에게 화제가 되기 위해 짧은 시간에 흥미를 유발할 수 있어야 하고(키위 랩은 시청자의 흥미를 불러 일으키는 시간을 약 3초 정도로 정의한다), 재미와 흥미가 소비되어야 하며, 15~30초 분량의 영상 안에 기승전결이 있어야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
당뇨병 치료제 메트포르민을 사용할 때는 비타민 B12를 보충해주어야 한다.,"추론형,긍정,미래,확실",추론형,긍정,미래,확실
"오메가3 제품 선택 시에는 원료와 제형, 추출 방식, 비타민E 함유 여부, 순도 등을 살펴봐야 한다.","추론형,긍정,미래,확실",추론형,긍정,미래,확실
