user_prompt,output,유형,극성,시제,확실성
"지금 그 누구보다도 마음 아픈 이들은 바로 누리호 개발에 참여했던 연구진과 개발자, 그리고 공학자일 것이다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
반도체 가격이 회복하고 미·중 무역분쟁이 누그러지면서 다시 활력을 찾을 것이라는 기대다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
이용자 의견 수립에도 힘쓴다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
특히 혈액순환이 제대로 안 되고 손발 저림과 수족냉증 증상을 많이 호소하기에 양·한방 통합 면역암치료를 통해 체온을 올리고 체내 면역력을 같이 올려주는 것이 중요하다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"5년간 실효가 유예되고, 5년 후 시점에 3분의 2까지 토지를 매입(수용)했다면 이후 추가 2년간 유예(공원 지위 유지)되기 때문이다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
국내 흥행 가능성은 높게 점쳐지고 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
조선인들이 무덤을 파는 데 동원됐던 모양이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
기존에는 한 개 국가에 납부하던 세금을 수십 개 수출대상국에 따로 납부해야 하는 상황을 맞이할 수 있기 때문이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
평생 목줄에서 벗어나지 못하는 강아지와 같다고나 할까 싶다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
특히 탁월한 영재가 모여 있는 수도권에서 평등교육을 강조한 진보교육감이 장기 집권한 것 등이 국제올림피아드 결과 등에 안 좋은 영향을 미쳤다는 지적이 나온다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
극장에서와 같이 사운드가 전방위적으로 들리는 경험이 이루어진다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
오미크론 변이가 한창 기승을 부리던 지난 1월 11일(3094명) 이후 가장 적은 수치인데 휴일인 전날 진단검사 건수가 줄어든 영향으로 보인다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"미세먼지 농도는 전 권역이 ＇좋음＇∼＇보통＇ 수준을 보이겠으며, 아침까지 중부 내륙과 남부지방에 안개가 짙게 끼는 곳이 있어 교통안전에 유의해야 한다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"최고는 연 6.65%로, 최근 시장금리가 오르고 있는 점을 감안하면 이 상품의 현재 최고금리는 7%를 넘었을 것으로 보인다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
S-Oil 역시 2분기 영업이익 전망치가 전년 동기(5710억원)보다 44.5% 증가한 8252억원으로 추정된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
가을은 기압계 흐름이 빨라지고 대기 순환이 원활해 맑고 푸른 청명한 하늘을 볼 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
계절음식 콩국수와 비빔국수도 어서 시작되기를 고대한다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"지난해 하반기 국내 수출을 짓눌러 온 미·중 무역분쟁, 일본의 수출규제 등 대내외 악재가 연초에 다소 개선될 조짐을 보이고 있지만, 반등을 기대하기엔 여전히 불확실성이 크다는 게 중론이다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
검찰총장 추천위원들이 법무부 위촉 절차를 거치는 만큼 경찰 추천위원 구성도 행안부 소관일 것으로 보인다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
4월 만기 도래하는 물량 6조5495억 회사채 시장 위기의 진원지는 하이일드(투자부적격·투기 등급) 등급에서부터 시작될 가능성이 높다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
이 때문에 경찰 세평이 인사에 중요하게 사용될 것으로 보인다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
이보다 많아지면 오히려 건강을 해치기 때문이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
＇군주론＇보다 훨씬 긴 사유 과정을 거쳐 나온 책이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"스트레스와 과음, 퓨린이 다량 함유된 음식을 장기간 섭취 시 통풍의 발병 가능성이 높아지듯 식습관을 주된 원인으로 볼 수 있다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
음주운전을 하다 단속에 걸리는 사람 5명 중 1명꼴로 ＇3회 이상 상습범＇인 셈이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"＇그 자체가 하나의 장르＇라고 일컬어지는 봉준호 작품세계는 ＇소설가의 외손자＇이자 ＇좌절한 만화가＇, 그리고 ＇씨네키즈＇였던 그의 정체성이 혼합된 결과물인 셈이다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"특히, 무보험 상태에서 건강 악화 등 위험이 발생할 경우 심각한 위협을 받을 수 있다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
또한 산꾼들은 평범한 사람들이 경험하지 못하는 자연과의 교감 리스트를 갖고 있을 것이라는 생각도 하게 된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
특히 디아블로2와 디아블로3 사이에는 20년 정도의 시간이 비어 있어 해당 시간대에 대한 설명이 필요하다는 요청이 많아 이번 신작을 통해 이를 해소하는 것으로 풀이된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
국내 서브컬처 게임 마니아들이 대거 몰릴 것이라는 기대감이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
내구성이 뛰어나고 출력도 강해 어느 환경에서든 부담 없이 사용하기 좋다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
더 많은 정량적 수치 결과를 ＇조작＇하기 위해 꼼수가 가해질 수도 있다는 점 때문이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
소득 범주가 큰 인식 차이를 보인 것에 더해 자산 차이까지 감안하면 국민이 체감하는 중산층 범주는 정부안과 더 큰 차이를 보일 것으로 짐작된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
휴대성도 좋다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
팔각정은 관광도로로 유명한 ＇북악 스카이웨이＇로 인근에 있어 이륜차 운전자들이 즐겨 찾는 장소로 꼽힌다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
연말 기준금리가 2.5%까지 높아질 경우 주담대 금리 상단이 8~9%대까지 갈 수 있다는 전망이 나온다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"상업은행 지점수 감소, 화폐 전량 수입, 잦은 지진 등의 지리적 특성 등으로 화폐유통시스템이 약화될 가능성에 대한 염려가 잇따라서다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"말이나 행동이 아닌, 심정이 드러나는 표정 연기가 더 중요할 수 있다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
작물이 파종되고 성장해야 할 시기 들이닥친 가뭄에 작황이 나빠지자 출하량이 줄었고 결과적으로 가격이 올랐다는 얘기다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
이 페이스를 사용했다는 증거는 없지만 지난해 대대적으로 홍보한 기술을 빠뜨리지는 않았을 것이라는 이유에서다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
약을 오래 사용한 사람들 중에는 자신이 가지고 있는 자연 치유력을 완전히 상실하여 약을 끊을 수 없는 사람들이 얼마나 많은지 모른다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
하지만 이를 완전한 골프 시뮬레이터라고 말하기에는 조금 부족하다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
SNS상에서 ＇기생충＇에 대한 지지가 쏟아지는 것도 이 같은 흐름과 맞닿아 있는 것으로 분석된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
해마다 꽃가루가 날리는 시기가 오면 알레르기성 비염 때문에 잦은 재채기를 하는데 괜한 오해를 살 것만 같다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
경기 위축에 대한 불안감으로 오히려 각국이 경기 부양 정책을 써 상황이 이후 반전될 가능성도 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
젊은 세대에겐 반드시 순례해야 할 빵 성지로 인식된 듯 보인다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"그런데 ＂4·15 총선까지는 전략적 이별이다. 그 후에는 상황을 보고 함께한다는 전제는 같이 가져가되…＂라는 정봉주 열린민주당 최고위원 발언을 보면, 더불어민주당과의 거리 두기는 일시적으로 보인다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"어찌 보면 대주주인 예금보험공사나 국민연금, 즉 정부는 손 회장 중심의 리더십보다는 회장-행장 간 견제와 균형의 리더십이 작동되길 바라는 인사일 수 있다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"전염병으로 중국 내수가 위축되고, 소비가 줄어들면 중국 수출 비중이 큰 한국 경제에 타격은 불 보듯 뻔하다는 얘기다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"꽃의 뒷면에 부드러운 털이 밀집해 있다는 점도 특이한데, 그래서 이름도 털개회나무가 된 것으로 보인다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
회사 수익으로만 회사를 운영하는 이른바 ＇부트스트래핑(Bootstrapping)＇으로 성공한 셈이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
＇올림픽 올인＇을 선언한 선수 중 가장 마음이 급한 선수는 2016 리우데자네이루올림픽 금메달리스트 박인비일 것이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
반대로 주문이 떨어지면 향후 경기를 비관한다는 뜻이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
20년 전 유행한 말을 빗대어 ＇공자가 죽어야 아기가 산다＇.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
급격한 최저임금 인상 등으로 자영업 상황이 악화되면서 고소득층 자영업자들이 직격탄을 맞은 것으로 풀이된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
한때 삼권분립의 모범으로 불렸던 미국의 정치 시스템은 극심한 파당 정치 속에 길을 잃은 듯하다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
일각에서는 검찰이 백 전 장관만 기소하는 선에서 수사를 마무리 지을 수 있다는 전망을 내놓고 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
다만 적어도 억울한 피해자들이 돈이 없어 법률 장벽 앞에 좌절하는 사례를 줄일 수 있다면 나름 의미가 있지 않을까 싶다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
어쩌면 답이 없는 뫼비우스의 띠 같은 논쟁일지도 모른다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
중국 증시 상승에 베팅하고 싶다면 다양한 펀드상품을 활용하면 좋다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
가장 큰 이유는 센서의 전문성이 떨어진다는 점이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
때문에 합리적인 수준으로 상향 조정할 가능성이 높다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"불과 얼마 되지 않는 금액으로 아주 손쉽게 수천, 수만 팔로워를 늘릴 수 있고, 순식간에 ＇좋아요＇를 대폭 늘릴 수도 있다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"통풍은 만성화되면 발가락, 발목, 무릎, 손가락 등에 통풍 관절염이 발생할 수 있어 주의해야 한다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
자기주장이 옳아 보인다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
같은 상황을 보더라도 다르게 생각하는 사람들이 있을 수 있기 때문이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"먼지통비움부터 자동 물걸레 세척, 도크 내부 청소 등이 가능한 엠티워시필도크를 통해 청소의 편리함을 극대화한 것이 특징이다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"항암치료의 부작용을 완화하고, 암의 전이·재발을 방지해 환자 삶의 질을 높이고자 지난 12년간 암치료와 연구를 펼쳐왔다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"당사자가 직접 설명하는 다큐멘터리라면 가능할 수도 있겠지만, 당사자가 없는 상황에서 사건을 묘사하는 영화인 까닭에 특정 사건을 중심으로 이야기를 전개할 수밖에 없다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
초미세먼지 농도가 다시 높아진 데는 중국 영향이 있는 것으로 풀이된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
물론 미스샷의 원인은 두려움 때문일 것이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
그만큼 주민들의 재건축 의지가 높다는 뜻으로 해석할 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
하지만 사회든 골프장이든 두려움보다 더 중요한 요소는 공정함일지도 모른다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
＂보이지 않는 축적을 믿는다.＂,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
하지만 뜻밖의 규제 때문에 골머리를 썩고 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
코로나19 이후 면역력에 대한 관심이 높아졌다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
물론 너덜지대 구간도 있어서 긴장과 이완이 순환하는 길이라 할 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
이 같은 이유로 라임 외에 다른 업체들도 사업을 중단·축소·변경하는 사례가 확산되면서 국내 공유킥보드 시장이 고사할 수 있다는 전망도 커지고 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
＂1인치 정도 되는 장벽을 뛰어넘으면 훨씬 더 많은 영화를 만날 수 있다.＂,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
눈이 건조하면 뻑뻑하고 아파 잘 뜨지 못하고 빛에 대한 민감도가 높아져 눈부심이 심해진다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"집에서도 스크린 골프처럼 즐길 수 있게 진화하는 ＇리얼＇ 골프 시뮬레이터의 세계, 올 겨울 부킹난의 주요 이유 중 하나는 스크린 골프 시장의 활성화를 꼽을 수 있다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
현실 웃음을 터뜨리게 만드는 병맛 코미디에 낄낄대다 갑자기 등장하는 고퀄리티의 액션이 재미를 선사한다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
투약 가능 여부는 약마다 다를 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
기업이 원리금을 제때 주려면 결국 현금흐름이 원활해야 한다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
미국발 자이언트 스텝이 ＇한미 금리 역전→자본 유출→원화값 하락→수입 물가 상승→국내 물가 악화＇라는 경제 악순환을 재촉할 수 있는 셈이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
글로벌 교역량 증가율이 둔화하고 있는 것도 탈(脫)세계화 징후로 볼 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
인플루언서라 칭해지는 어떤 이들의 인스타그램 피드를 확인하다 보면 ＇좋아요 OOO개＇로 그 콘텐츠의 반응도를 살필 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
"문제는 앞으로 더 강력하고 기상천외한, 가공할 바이러스가 나올 수 있다는 것이다.","추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
장관 사무에 ＇사법경찰＇이 명시되면 행안부 장관은 경찰에 대한 수사 관리 및 지휘 권한을 명확히 해놓는 셈이 된다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
400야드 이상을 치려면 몇 가지 조건이 동시에 만족돼야 한다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
핀테크 활성화와 혁신 금융은 여야 간 이념 대립이 비교적 작은 생활형 정책이기 때문에 올해 안에 법제화가 마무리될 가능성도 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
그러나 코로나 안착기 전환은 늦춰질 것이라는 전망이 나오고 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
이에 업계는 최고 1600만원까지 치솟았던 백내장 수술비도 떨어질 것으로 보고 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
눈에 직접적인 충격이 없는데 눈부심이 반복해서 나타난다면 포도막염 등 숨은 질환은 없는지 확인해야 한다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
모바일게임 시장은 이런 산업 상황에서 새출발할 수 있는 전기를 마련했지만 결국 다시 원점으로 돌아온 셈이다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
＇블록딜 쇼크＇는 증권가에서 어렵지 않게 볼 수 있다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
교인이 아니더라도 19세기 후반 조선의 역사를 들여다볼 수 있는 의미에서 한 번 가보기를 권한다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
코로나19 사태를 계기로 우리나라 기업의 해외 투자 전략은 양극화될 가능성이 크다.,"추론형,긍정,현재,불확실",추론형,긍정,현재,불확실
