index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
546,다산 정약용 선생은 이미 200년도 훨씬 전에 ＇재난 구제에 가장 중요한 것은 타이밍＇임을 설파했는데 말이죠.,대화형,추론형,긍정,긍정,과거,과거,확실,확실
517,그러나 CES 2020에는 주목해 볼 점들이 있었습니다.,대화형,사실형,긍정,긍정,과거,과거,확실,확실
163,초비상 시대에 발맞춰 기업마다 ＇컨틴전시 플랜＇ 짜기에 여념이 없습니다.,대화형,사실형,부정,긍정,현재,현재,확실,확실
261,＂하지만 진짜 잘해주지는 마.＂,대화형,대화형,부정,부정,현재,현재,확실,확실
382,세계 최대 파운드리(반도체 수탁생산) 기업인 대만 TSMC는 2024년에 ASML의 차세대 EUV 노광장비인 ＇하이 뉴메리컬어퍼처(NA) EUV＇를 도입할 것이라고 밝혔습니다.,대화형,사실형,긍정,긍정,과거,미래,확실,확실
110,870원(싱가포르 1달러)으로 1명이 프로젝트 전체를 지배한다주식 수 단 1개로 프로젝트 지분 100%를 보유한 곳은 69개 중 9곳이었습니다.,대화형,사실형,긍정,부정,과거,과거,확실,확실
209,검찰 개혁 등 다른 과제는 당분간 책상 옆으로 조금 밀어놓자.,대화형,추론형,긍정,긍정,현재,현재,확실,확실
275,"KPGA 코리안투어 데뷔 3년 만에 첫 우승의 감격을 맛봤는데요, 중요한 역할을 한 건 100m 이내 웨지샷입니다.",대화형,사실형,긍정,긍정,현재,과거,확실,확실
70,외국 탄광회사 사람들과 하와이 미국인 농장주의 증언을 들어보라.,대화형,대화형,긍정,긍정,현재,현재,확실,확실
570,＂환자 입장에서 편의성이나 안전성 등은 어떤가?＂,대화형,대화형,미정,긍정,현재,현재,불확실,불확실
290,＂노인일자리 증가를 비판하는 게 지겹지도 않으냐.＂,대화형,대화형,부정,부정,현재,현재,불확실,확실
550,"만족도 1000% 울산바위 등산을 마치고 내려오는 하산길에 언제 다시 이곳을 오를 수 있을까, 라는 상투적 생각도 들었지만, 자꾸 뒤돌아 보게 하는 힘은 과연 무엇일까?",대화형,대화형,긍정,긍정,현재,현재,불확실,불확실
532,그런데 책 제목이 왜 그럴까?,대화형,대화형,긍정,긍정,현재,현재,불확실,불확실
30,반대로 지역구 당선 의원에 비해 전국적 지지율이 높은 정의당은 새 제도가 도입되면 의석수가 더 늘어날 것으로 예상됩니다.,대화형,예측형,긍정,긍정,미래,미래,불확실,불확실
395,"과학자들, 특히 바이러스를 연구하는 과학자들은 이 온난화에 주목하고 있습니다.",대화형,사실형,긍정,긍정,현재,현재,확실,확실
496,ASML은 반도체 생산에 있어 없어서는 안 될 필수 장비 ＇극자외선(EUV) 노광장비＇를 독점 생산하는 기업입니다.,대화형,사실형,긍정,긍정,현재,현재,확실,확실
104,＂우주·방산은 진짜 맨땅에 헤딩입니다.＂,대화형,대화형,긍정,긍정,현재,현재,확실,확실
402,＂건강검진은 질병의 조기 발견과 예방이 목적입니다.＂,대화형,대화형,긍정,긍정,현재,현재,확실,확실
181,지난 한 주 동안의 암호화폐 동향 살펴보겠습니다.,대화형,대화형,긍정,긍정,현재,현재,확실,확실
83,웨지의 그루브가 한 달이면 닳아 없어질 정도로 많은 시간을 투자했다죠.,대화형,사실형,긍정,긍정,과거,과거,불확실,확실
39,과연 공주와 단종의 유복자는 관노의 삶을 살았을까.,대화형,대화형,미정,긍정,과거,과거,불확실,불확실
79,＂산업계는 지금 전쟁 상황이나 다름없습니다.＂,대화형,대화형,긍정,긍정,현재,현재,확실,확실
362,"이 중 4종은 우리가 알고 있는 바이러스, 나머지 28종은 처음 발견된 ＇신종＇ 바이러스였습니다.",대화형,사실형,긍정,긍정,과거,과거,확실,확실
2,＂그런데 이번엔 계획할 수 없는 너무 큰 이벤트를 맞이하게 돼서 행복해요.＂,대화형,추론형,긍정,긍정,현재,현재,확실,확실
72,＂5G와 인공지능(AI)의 진화가 가져올 미래는 어떤 모습일까.＂,대화형,대화형,미정,긍정,미래,현재,불확실,불확실
523,ASML이 독점 생산하는 이 장비가 없으면 반도체 기업들은 미세 공정을 시작할 수조차 없습니다.,대화형,추론형,긍정,부정,미래,현재,확실,확실
486,"토큰 2세대, 3세대를 주장하며 다양한 형태로 발전했어도 우리는 여전히 ＇블록체인＇ 하면 ＇탈중앙화＇를 떠올립니다.",대화형,사실형,긍정,긍정,현재,현재,확실,확실
145,실제 선거에서 어떤 변화가 있을지 사례를 들어 설명해 주세요.,대화형,대화형,긍정,긍정,현재,현재,확실,불확실
280,국가대표 상비군 출신인 그는 지난해까지 몇 번의 우승 기회를 잡았지만 2% 부족한 모습을 보이며 아쉬움을 삼켰습니다.,대화형,사실형,긍정,부정,과거,과거,확실,확실
561,특히 이 부회장이 지난해 구속돼 있는 동안 미국 인텔과 대만 TSMC는 공격적으로 EUV 장비 확보에 나선 것으로 알려졌기 때문입니다.,대화형,추론형,긍정,부정,과거,과거,불확실,확실
259,첫걸음을 떼긴 했지만 아직도 갈 길이 멉니다.,대화형,추론형,긍정,긍정,현재,현재,확실,확실
199,훌륭한 전시가 없었다는 뜻이 아닙니다.,대화형,사실형,부정,부정,현재,과거,확실,확실
11,＂이거 아무 국가나 할 수 있는 거 아닙니다.＂,대화형,대화형,부정,부정,현재,현재,확실,확실
76,연구팀은 이번 연구를 통해 빙하 속 동결 보존된 바이러스를 손상 없이 온전히 꺼낼 수 있는 방법을 확인할 수 있었다고 밝혔습니다.,대화형,사실형,긍정,긍정,과거,과거,확실,확실
556,그런데 이렇게 맛 좋은 우곡주를 제가 잘 팔지 못했어요.,대화형,사실형,부정,부정,과거,과거,확실,확실
559,하지만 이들이 괜히 달인이겠는가.,대화형,대화형,긍정,긍정,현재,현재,확실,확실
340,＂기업이 얘기할 때 정부와 국회는 너무 무심하다.＂,대화형,추론형,긍정,부정,현재,현재,확실,확실
210,어떻게 지속가능한 비즈니스 구조를 만들까?,대화형,대화형,긍정,긍정,미래,현재,불확실,불확실
480,"소니의 전기차, 현대차의 전기헬리콥터, 도요타의 스마트시티, 삼성이 만든 가정용 로봇 등 국내외 언론들이 ＇CES 2020에서 눈여겨볼 아이템＇이라고 선정한 것들도 어디선가 한 번쯤 들어봤던 이야기들이었습니다.",대화형,사실형,긍정,긍정,과거,과거,확실,확실
86,이런 의석수 전망 때문에 한국당이 새 선거법 도입을 반대했고 국회 본회의에서 강행 처리되자 헌법소원도 청구했습니다.,대화형,추론형,긍정,부정,과거,과거,확실,확실
132,＂아랫것들은 냄새가 나.＂,대화형,사실형,긍정,부정,현재,현재,확실,확실
424,＂백스윙을 하면서 오른 팔꿈치를 ＇ㄴ＇자 모양으로 유지하며 그대로 몸을 회전시키면 된다. 사실 유연성이 필요해 집에서 연습하기에 아주 좋다. 백스윙 모양만 잘 만들었다면 이후 동작은 크게 신경 쓰지 않아도 된다. ＇몸이 먼저 돌고 손은 따라간다＇는 생각만 하면 된다＂고 설명합니다.,대화형,추론형,긍정,긍정,현재,현재,불확실,확실
184,갈라게임즈에서 맡은 역할은 무엇인가?,대화형,대화형,긍정,긍정,과거,현재,확실,확실
563,그 경험을 ＇재조건화＇(reconditioning)하면 공포증이 해결된다고 주장한 사람이니까.,대화형,추론형,긍정,긍정,과거,현재,확실,확실
335,A증권사 사장이 들려준 얘기입니다.,대화형,대화형,긍정,긍정,현재,현재,확실,확실
534,학교보건법 시행령에는 학교 출입문부터 50ｍ 구간은 절대정화구역으로 저감장치도 달지 않은 배출가스 5등급 자동차들이 매연을 내뿜고 있는 셈입니다.,대화형,사실형,긍정,부정,현재,현재,확실,확실
182,"어떻게 병원이 열이 41도 넘는 환자를 해열제와 항생제만 처방하고 돌려보냈나 비난의 목소리가 높지만, 현장에서는 ＇매뉴얼에 어긋나지 않는다＇는 반응입니다.",대화형,추론형,긍정,부정,현재,현재,확실,확실
9,좋은 스윙을 하기 위한 기본입니다.,대화형,대화형,긍정,긍정,현재,현재,확실,확실
438,빙하 속 잠든 신종 바이러스가 깨어났다지난 1월 학술논문 사전공개 사이트인 바이오 아카이브(bioRxiv)에 미·중 공동 연구팀의 흥미로운 연구 결과가 소개됐습니다.,대화형,사실형,긍정,긍정,과거,과거,확실,확실
536,예를 들어 건폐율이 20%라면 대지의 20%만 건물이라는 이야기죠.,대화형,대화형,긍정,긍정,현재,현재,불확실,확실
203,그 이유는 뭘까.,대화형,대화형,미정,긍정,현재,현재,불확실,불확실
84,비트코인이 알트코인 대비 상대적으로 강세를 보이고 있다는 것을 의미합니다.,대화형,추론형,긍정,긍정,현재,현재,확실,확실
481,"다른 것은 투자처죠, 401K의 상당 금액은 장기 투자 시장으로 들어갑니다.",대화형,사실형,긍정,긍정,현재,현재,확실,확실
334,＂故 김정주 창업주를 혁신의 아이콘으로 만든 것은 남들과 다른 생각을 하고 다른 길을 가려는 자세입니다.＂,대화형,사실형,긍정,긍정,현재,현재,확실,확실
305,당시 분위기에서 서류를 낼 정도 규모 법인을 설립한 프로젝트가 없었던 것은 어찌 보면 당연합니다.,대화형,추론형,긍정,긍정,과거,과거,확실,확실
109,이 패턴은 추가 공정을 거쳐 반도체의 도로인 집적회로가 됩니다.,대화형,사실형,긍정,긍정,미래,현재,확실,확실
286,우리는 눈(雪)을 잃어가고 있는 것인가.,대화형,대화형,긍정,긍정,현재,현재,불확실,불확실
101,"안용복, 생몰미상이 없었다면 오늘날 우리가 과연 독도의 소유권을 주장할 수 있었을까.",대화형,대화형,긍정,부정,현재,과거,불확실,불확실
137,＂＇크립토키티＇는 ERC-721이란 번호를 가진 NFT 표준을 최초로 적용한 게임입니다.＂,대화형,사실형,긍정,긍정,현재,현재,확실,확실
155,그런 만큼 두 가지 질문을 진지하게 고민할 시점이 오지 않았나 생각합니다.,대화형,대화형,긍정,긍정,현재,현재,확실,불확실
