user_prompt,유형,극성,시제,확실성
정치는 그를 옹립한 이인임 일파에게 일임하면서 나라의 기강이 극도로 문란해져 이성계 세력이 정권을 장악하는 데 빌미를 제공한다.,사실형,긍정,현재,확실
본인 소득과 주택 매입 가격이 정책 대출 요건에 해당하는지도 함께 살펴야 한다.,추론형,긍정,현재,확실
"노바렉스는 면역력 강화에 도움이 되는 플랜타럼과 눈 건강관리에 좋은 루테인, 다이어트 보조제 잔티젠 등 다양한 수요층을 겨냥한 제품을 판매한다.",사실형,긍정,현재,확실
클라우드 기반 자동 렌더링 엔진으로 초보자도 퍼포먼스가 뛰어난 영상 제작이 가능하다.,사실형,긍정,현재,확실
그 과정에서 정상 부분에서는 쥐어 짠 듯한 모습의 바위들이 서로 엉겨 붙어 있는 모습을 하게 된 것일까?,추론형,긍정,현재,확실
＇섀도우아레나＇는 펄어비스의 차기작으로 최후의 1인을 가리는 배틀로얄 액션대전게임이다.,사실형,긍정,현재,확실
이번에 발표된 점도표에서 잘 나타난다.,추론형,긍정,현재,확실
전신 치료제로는 합성비타민 A의 일종인 레티노이드제나 면역억제제인 사이클로스포린 등이 주로 이용된다.,사실형,긍정,현재,확실
"2년 만에 무대로 돌아온 작품은 강성진, 박정철, 김수로, 정상훈, 이아현, 홍은희, 최영준 등이 합류해 탄탄하면서도 합이 제대로 맞는 배우들의 연기를 보여준다.",사실형,긍정,현재,확실
"우리 일상에 밀접한 운송 수단으로 과거부터 현재까지 제작된 수 많은 크고 비행기 가운데, 항공여행에 자주 이용하고 뉴스와 영화 속에서 자주 등장해 친숙한 비행기를 상용 및 군용 부문으로 나뉘어 살펴 보면 아래와 같다.",사실형,긍정,현재,확실
"한편, AESA 레이더와 함께 KF-21에 탑재되는 중요한 항공전자장비는 적외선 탐색 추적장비(이하, IRST)와 전자광학 표적 추적장비(이하, EOTGP)이다.",사실형,긍정,현재,확실
넥슨은 8일부터 10일까지 사흘간 열리는 ＇NDC22＇을 통해 이들 신작 5종을 9개의 강연을 통해 소개한다.,사실형,긍정,현재,확실
송하진 전 지사가 이용하는 동안 전북도청 소속 청경 1명이 파견 배치됐고 조리사나 관리사 등 별도 인력은 없다.,사실형,부정,현재,확실
긴 세월의 무게를 이겨내고 한국 뮤지컬사에 한 페이지를 써내려가는 작품들이다.,사실형,긍정,현재,확실
전 세계적으로 가장 기대되는 골프계 사건은 ＇부활한 황제＇ 타이거 우즈(미국)의 미국프로골프(PGA) 최다승 경신일 것이다.,추론형,긍정,현재,불확실
상속 대상자와 상속 비율을 일률적으로 정해놓은 현행 유류분 제도는 헌법이 보장한 재산권을 심각하게 침해한다.,사실형,긍정,현재,확실
보증 공급을 7조9000억원으로 확대하고 정책금융기관의 대출 지원도 21조2000억원이 추가된다.,사실형,긍정,현재,확실
가슴 부위가 화끈거리고 불타는 듯한 통증으로 잘 알려진 ＇위식도 역류질환＇도 만성기침을 유발한다.,사실형,긍정,현재,확실
코인 메트릭스 보고서에 따르면 BTC 네트워크는 하루 기준 1420만 달러의 수입을 채굴자들에게 제공하고 있다.,사실형,긍정,현재,확실
이 경우 대출이기 때문에 이자가 발생하는 단점은 있다.,사실형,긍정,현재,확실
백내장은 모두 수술이 필요한 것은 아니다.,사실형,부정,현재,확실
역대 한국 영화 가운데 1위다.,사실형,긍정,현재,확실
비밀은 ＇영재＇를 죽이는 우리의 입시 제도에 있다.,사실형,부정,현재,확실
"스마트 컨트랙트를 포함한 디파이, 대체불가토큰(NFT), 브릿지, 웹3까지 다양한 블록체인 네트워크를 대상으로 한다.",사실형,긍정,현재,확실
금융권에서는 하나금융지주가 인수를 위한 실사를 마치고 단독으로 입찰에 참여해 최종 인수협상을 진행 중이다.,사실형,긍정,현재,확실
제 눈에는 실리콘밸리 IT 기업들은 위기가 왔을 때 이를 기회로 바꾸기 위해 준비를 하고 있는 것 같아 보입니다.,대화형,긍정,현재,확실
＂그런데 이번엔 계획할 수 없는 너무 큰 이벤트를 맞이하게 돼서 행복해요.＂,대화형,긍정,현재,확실
다만 실손보험 가입별로 자기부담금을 제외한 금액을 보장받을 수 있다.,추론형,긍정,현재,확실
어떤 팬츠를 매칭하느냐에 따라 다를 수 있으므로 전신 거울 앞에 서서 앞 뒤를 잘 살펴봐야 한다.,사실형,긍정,현재,확실
이들은 화려한 프로필이 없을 뿐 치열하게 한국 정치를 고민하는 사람들이다.,추론형,긍정,현재,확실
진원지 중국과 국경을 맞댄 북한이 역설적으로 코로나19 청정 국가다.,사실형,긍정,현재,확실
1973년에 아케이드 사업장에 해당하는 전자유기장업종이 당시 보건사회부령으로 입법화 된 후 이듬해인 1974년에 전자유기장업법에 의거해 전자유기장에 신규 허가를 내주지 않기로 결정한 것이 게임규제의 시작이다.,사실형,긍정,현재,확실
통풍은 남성 환자가 92% 이상을 차지하는 대표적인 남성 질환임을 알 수 있다.,추론형,긍정,현재,확실
현재는 차기 호위함인 인천급과 대구급이 건조되어 실전 배치되고 있다.,사실형,긍정,현재,확실
반면 실제 중산층 일자리가 집중된 제조업과 도·소매업 등의 침체에 대한 대책은 실효가 없어 국민들은 정부의 ＇중산층 정책＇ 자체가 실종된 것으로 보고 있다.,추론형,긍정,현재,확실
"이를 통해 대중들은 현재 관심을 모으고 있는 이슈나 키워드를 확인할 수 있어, 트윗은 일종의 화제성의 척도가 되기도 한다.",사실형,긍정,현재,불확실
한국의 경우 PC방 프리미엄 혜택도 제공할 계획이다.,사실형,긍정,현재,불확실
각기 다른 국가에서 개발된 모바일게임 기대작이 국내 시장을 강타한다.,사실형,긍정,현재,불확실
"＇상반기 최대 화제작＇으로 주목받으며, 매 티켓 오픈마다 ＇피켓팅＇으로 각 예매처의 서버를 다운시키고, 역대 최단기 전회 매진 행렬을 기록한 뮤지컬 ＇데스노트＇가 이례적으로 공연 종연 전에 연장 공연을 확정하며 ＇신드롬＇을 이어가고 있다.",사실형,긍정,현재,확실
신종 코로나바이러스 감염증(우한 폐렴)이 빠르게 확산되면서 일본 정부도 고민이 깊어지고 있다.,사실형,긍정,현재,확실
그 결과가 최근 코로나19 사태 속에서 중국인 유학생 입국을 둘러싼 갈등이다.,추론형,긍정,현재,확실
"＇선거에서 이기는 법＇(퀸투스 툴리우스 키케로 지음, 필립 프리먼 옮김, 매일경제 정치부 해제)은 2000년 전 로마에서 있었던 집정관 선거에서 이기기 위한 전략을 담은 책이다.",사실형,긍정,현재,확실
속초아이 또한 그 흐름의 하나이다.,사실형,긍정,현재,확실
아시아계 작가가 각본상을 받은 것도 ＇기생충＇이 처음이다.,사실형,긍정,현재,확실
"호주, 인도, 카타르를 상대로 좋은 결과를 낸다고 해도 문제는 이란이다.",추론형,긍정,현재,확실
"건강의 핵심 키워드가 심장에서 뇌로 옮겨오고, 인간 의식의 기전을 밝히려는 뇌과학이 인류과학의 정점으로 주목받는 때이다.",사실형,미정,현재,확실
락킹 댄스 크리에이터 브라더 빈이 릴스 기능을 통해 공유한 ＇So Sweet 챌린지＇(브루노 마스 ＇Leave The Door Open＇을 배경음악으로 하는 댄스 영상)의 경우 수백만 조회수를 기록하며 세계적으로 유행시킨 바 있다.,사실형,긍정,현재,확실
미국과 한국을 포함한 전 세계 경제의 가파른 금리 인상에 국내 증시 대장주도 휘청하는 모습이다.,사실형,긍정,현재,확실
이 밖에도 신규 및 복귀 이용자들을 위해 게임 내 임무 완료 시 지급되던 70레벨 점핑권이 85레벨로 상향된다.,사실형,긍정,현재,확실
"가령, 15년 근무한 A씨의 퇴직 당시 월급이 400만원이라면 퇴직금은 6000만원으로 결정되는 식이다.",사실형,긍정,현재,확실
반면 정치권에서 자유로운 연준의 제롬 파월 의장은 2008년 글로벌 금융위기 때 교본을 펴놓고 속도전을 펴고 있다.,사실형,긍정,현재,확실
＇위기는 곧 기회＇라는 격언은 이제 너무나 보편화되어서 모르는 사람이 없을 정도입니다.,대화형,긍정,현재,확실
동의보감은 ＂성질이 차서 심한 열로 미쳐 날뛰는 것을 치료한다. 잘 마른 것을 가루로 만들어 끓는 물에 거품을 내어 먹는다. 남자 똥이 좋다＂고 처방한다.,사실형,긍정,현재,확실
설상가상으로 리키는 폭력 강도를 당해 배달할 물품을 도둑 맞고 회사는 그에게 물품에 대한 구상권을 청구한다.,사실형,긍정,현재,확실
"통계적 지식이 필요한 제법 난해한 책이지만, 이들의 제안은 매우 실용적이다.",추론형,긍정,현재,확실
15일(현지시간) 오후 1시 56분 코인마켓캡에서 비트코인은 전 거래일 대비 4.28% 상승한 2만2158달러에 거래 중이다.,사실형,긍정,현재,확실
이들 연구가 가리키는 답은 간명하다.,추론형,긍정,현재,확실
실세금리(1.4%)로 환산한 임대수익률은 0.7%에 그친다.,사실형,긍정,현재,확실
4차 산업 기술을 접목한 ＇고소의 첨단화＇ 추세는 마냥 반가운 현상은 아니다.,사실형,부정,현재,확실
국내 출시 시기는 3월이다.,사실형,긍정,현재,확실
또 공항 내 외투 보관 서비스인 미스터코트룸에서 BC카드로 이용요금을 결제하는 고객에게 기본요금(6일 위탁 기준) 5000원 할인 혜택(약 36%)을 제공한다.,사실형,긍정,현재,확실
미국도 단기간 내 생산량을 늘리기 어렵고 중국은 불필요한 대두를 수입할 필요가 없다.,사실형,긍정,현재,확실
"인터넷 할인율은 보험사별로 차이가 있지만 약 12~20% 수준이며, 해당 할인율은 평균 수치이므로 개인에 따라 일부 차이는 존재한다.",사실형,긍정,현재,확실
예고되지 않은 ＇깜깜이 거래＇로 주가가 하락하면 개인 투자자가 고스란히 피해를 볼 수밖에 없어서다.,사실형,긍정,현재,확실
"비타민이라 부작용이 없을 거라는 생각이 들겠지만, 합성비타민 A의 경우 천연비타민 A와는 전혀 다르다는 것을 알 수 있다.",추론형,긍정,현재,확실
개인투자자는 주식 양도세 대상을 종목당 100억원으로 대폭 올리는 것을 환영하는 분위기다.,추론형,긍정,현재,확실
아보카도에는 칼륨이 풍부하므로 신장 기능이 약하다면 섭취를 금하는 것이 좋다.,추론형,긍정,현재,확실
"김수온의 『고양정인사중창기』를 보면 설계는 설준 스님이 맡았는데, 법당에서부터 방앗간까지 119칸의 건물이 어긋남이 없이 제자리를 차지하고 있었고, 단청의 아름다움이 봉선사와 함께 쌍벽을 이루었다고 한다.",사실형,긍정,현재,확실
"세상을 바꾸기 위해 도전하는 정치인(＇킹메이커＇), 호기심 많은 학자(＇자산어보＇) 등 다채로운 연기를 펼쳐온 설경구가 선악을 넘나드는, 통제 불능의 무뢰한 요원 ＇지강인＇ 역을 맡았다.",사실형,긍정,현재,확실
아울러 판권이 판매된 국가 중 150여 개국이 여전히 미개봉국으로 남아 있다.,사실형,긍정,현재,확실
＂저는 봉준호의 진화를 20년 동안 봐왔어요.＂,대화형,긍정,현재,확실
정부는 지난해 1월 ＇바이오산업 혁신 정책 방향 및 핵심 과제＇를 발표하는 등 바이오산업 육성에 전력을 다하고 있다.,사실형,긍정,현재,확실
현대인은 음식은 넘쳐나고 활동량은 현저히 줄어든 생활을 한다.,사실형,긍정,현재,확실
식재가 단순하고 양념이 새지 않다.,사실형,부정,현재,확실
지난해 설비 투자액이 180조4000억원이었다는 점을 감안하면 21조5000억원의 투자 증가 효과가 나올 것으로 분석된다.,추론형,긍정,현재,확실
"착용 즉시 시원한 감촉을 느낄 수 있는 ＇네파 아이스＇, 땀을 빠르게 흡수하고 발산해 쾌적함을 주는 흡습속건 소재인 ＇네파 드라이＇, 적정 체온을 유지하는 데 도움을 주는 상변화물질인 PCM(Phase Change Material)을 함유한 프린트 처리로 쿨링 효과와 쾌적함을 높인 ＇네파 듀얼＇ 등이다.",사실형,긍정,현재,확실
동 간 간격이 넓다.,사실형,긍정,현재,확실
우선 더러움의 대명사는 정말이지 오해입니다.,대화형,긍정,현재,확실
회사가 퇴직금을 전적으로 운용하기 때문에 자기가 어떤 퇴직연금에 가입돼 있는지 잘 모르는 경우 대부분 DB형일 확률이 높다.,사실형,긍정,현재,불확실
이 또한 아시아 출신 선수로서는 처음이라고 전해진다.,사실형,긍정,현재,불확실
나를 달래며 엄마는 늙었지이제 싹이 튼다.,추론형,긍정,현재,확실
＂몽가타는 피로 속에 잠 못 드는 사람을 위한 수면 솔루션을 제공하는 스타트업입니다.＂,대화형,긍정,현재,확실
"특히, 자영업자들이 공포에 직면해 있다.",사실형,긍정,현재,확실
국립현대미술관 과천관에서도 오는 6월 단색화 명맥을 잇는 기하학적 추상화가 이승조(1941~1990) 개인전을 펼친다.,사실형,긍정,현재,확실
시장에서는 이번 결과가 라임자산운용의 전반적인 투자 실패 이유를 알 수 있는 시금석으로서 향후 이어질 다른 펀드에 대한 실사 결과를 예측해 볼 수 있는 나침반이 될 것으로 보고 있다.,사실형,긍정,현재,확실
60세 이상 고령자 또는 5년 이상 주택을 보유한 1주택자에게는 소득과 납부세액에 따라 주택을 매각하거나 상속·증여할 때까지 종부세 납부를 유예할 수 있는 방안도 추진 중이다.,사실형,긍정,현재,확실
여기에 더불어민주당의 두 번째 고민이 담겨 있다.,사실형,긍정,현재,확실
"꼭 필요한 신발만 갖고 있다보니 신발장에 공간이 남고, 밖에서 입은 옷을 바로 현관에서 벗고 들어오면 오히려 위생적이라는 이유에서다.",사실형,긍정,현재,불확실
"바다의 물결은 동해 앞바다 0.5∼1.5ｍ, 서해 앞바다 0.5∼1.0ｍ, 남해 앞바다 0.5∼1.0ｍ로, 안쪽 먼바다(해안선에서 약 200㎞ 내의 먼바다)의 파고는 동해·서해·남해 0.5∼1.5ｍ로 예상된다.",예측형,긍정,현재,불확실
한국 경제가 저(低)성장 늪에 빠져 허우적대는 가운데 의약품 산업이 수출 견인과 국내 일자리 증대 역할까지 책임지는 일거양득(一擧兩得) 효자 산업으로 부상하고 있다.,사실형,긍정,현재,확실
"용건이 있을 때마다 매번 초대 링크를 보내 방을 만들어야 하는 데다, 업무가 없을 때는 화상으로나마 얼굴 맞대고 얘기할 일도 없다.",사실형,긍정,현재,확실
지난 4월에도 글로벌 시장에 일 매출 80억원을 기록할 정도로 인기를 지속하고 있다.,사실형,긍정,현재,확실
불안감은 목 좋은 아파트와 명문대 졸업장 시세에 따라 널뛰기를 한다.,추론형,긍정,현재,확실
이전에 마스크 착용으로 다른 곳보다 노출되는 눈이나 속눈썹을 강조하는 메이크업 제품을 주력으로 했던 것과는 현저히 달라진 분위기다.,사실형,긍정,현재,확실
특히 최근 같은 약세장에서 갑작스럽게 블록딜 소식이 전해지면 투자심리가 급격히 얼어붙으며 주가가 급락한다.,사실형,긍정,현재,확실
"학습 및 자기개발 영역은 직업과 연계된 심화학습(학위과정, 특별교육과정, 특별 훈련과정), 직무능력 개발, 경력개발을 위한 학습, 외국어 능력 향상이다.",사실형,긍정,현재,확실
"석유화학 산업은 글로벌 공급 과잉과 중국 성장의 둔화, 내수 부진 등으로 2019년에 이어 침체 국면이 지속될 것이라는 전망이 많다.",사실형,긍정,현재,확실
"하지만 고통스런 시간 속에 간간히 피어나는 웃음꽃, 힘든 자가 더 힘든 자를 돕는 희생 등이 삶의 의미를 되돌아보게 한다.",추론형,긍정,현재,확실
"정상인의 피부세포는 소멸하고 새로운 세포로 교체되기까지는 보통 41일 정도 걸리지만, 건선 환자들은 정상인보다 4일 빠르고 표피 면적당 증식하는 세포의 수도 정상보다 2배나 높다.",사실형,긍정,현재,확실
사용자가 따로 건조 시간을 설정할 필요가 없어 편리하다.,사실형,긍정,현재,확실
"운전, 대중교통 이용, 키보드 작업, 화장실, 현금이나 카드를 만지고 난 뒤 등 손길이 닿은 어떤 상황 뒤에는 손 씻는 일은 필수다.",사실형,긍정,현재,확실
"양방치료로는 고주파 온열암치료, 싸이모신 알파1, 이뮨셀 면역세포 배양요법, 고농도 비타민C 등이 사용된다.",사실형,긍정,현재,확실
"여러 매체의 예상을 조합한 ＇컴퍼지트＇ 전망치는 181이닝 투구에 12승10패, 평균자책점 3.88이다.",사실형,긍정,현재,확실
"＇틱톡 여왕＇이라 불리는 이시영부터, 지석진 등 틱톡 콘텐츠로 화제가 된 스타들의 활동에는 이들과의 콜라보로 이루어진 콘텐츠도 포함돼 있다고 한다.",사실형,긍정,현재,확실
＇베르테르＇는 초연 20주년으로 가장 오랜 역사를 가졌다.,사실형,긍정,현재,확실
지난 13일 국회에서 수사권조정안이 통과된 지 하루 만에 이뤄진 ＇첫 사직＇이다.,사실형,긍정,현재,확실
국내 게임업체들은 날로 커지는 코로나19 확산에 따른 우려를 극복하기 위한 각종 활동을 전개하고 있다.,사실형,긍정,현재,확실
더에스엠씨그룹(대표 김용태)＇의 자회사 ＇티케이벤처스＇가 ＇콘크리에프엔비(콘크리F&B)＇로 사명을 변경한다.,사실형,긍정,현재,확실
＇군주론＇만 알고 있는 사람은 마키아벨리를 피도 눈물도 없는 권력유지법을 고안한 냉혈한으로 이해한다.,추론형,긍정,현재,확실
올해 같은 경우는 코로나 때문에 고장까지 챙길 상황도 아니다.,사실형,부정,현재,확실
이번 대회 예선은 내달까지 진행되며 참가를 원하는 이용자들은 팀 대항전 이벤트 페이지 내에서 서울과 부산 지역을 설정해 대회 참가를 신청하면 된다.,사실형,긍정,현재,확실
GC녹십자가 목암생명과학연구소와 함께 지원한 이번 정부 개발 과제는 ＇합성항원 기반 코로나19 서브유닛 백신 후보물질 개발＇과 ＇2019 신종코로나바이러스 치료용 단일클론 항체 비임상 후보물질 발굴＇이다.,사실형,긍정,현재,확실
선춘령 고개의 한자 명칭도 조금 다르다.,사실형,긍정,현재,확실
불과 2번의 실패로 개발에 참여한 모든 이들을 비난하는 것은 가혹한 일이다.,추론형,긍정,현재,확실
좋은 스윙을 하기 위한 기본입니다.,대화형,긍정,현재,확실
재직 중인 회사가 DB형 제도를 도입했다면 원칙적으로는 디폴트 옵션을 택할 수 없지만 방법이 없는 것은 아니다.,사실형,긍정,현재,확실
그래서 전문가들은 동물 학대를 강력 범죄에 준하게 인식해야 한다고 주장한다.,사실형,긍정,현재,확실
2020년 2월 3일 오전 8시 기준입니다.,대화형,긍정,현재,확실
"그간 행안부 장관의 경찰 조직에 대한 권한은 인사에 대한 제청권 정도에 머물렀지만, 앞으로는 법무부 장관과 검찰총장 간 관계처럼 행안부 장관이 경찰청장에 대한 ＇수사지휘권＇을 발동시킬 수 있는 근거가 된다는 얘기다.",사실형,긍정,현재,확실
회사에 새로 들어온 직원이 자신과 단 둘이 밥을 먹으면서 이어폰을 낀 채 식사를 했다는 사연이 올라오면서 네티즌간 설전이 오가고 있다.,사실형,긍정,현재,확실
오히려 섬유디자인과·그래픽아트과처럼 학생 관심을 끌 수 있는 예술 관련 학과가 있다.,사실형,긍정,현재,확실
미황사에서 큰바람재에 이르는 2.7㎞의 길이다.,사실형,긍정,현재,확실
백세주는 젊은 층을 겨냥한 다양한 마케팅 활동도 전개하고 있다고 한다.,사실형,긍정,현재,확실
티티케어TTcare(구 똑똑케어)는 우리 집 개와 고양이가 어디가 아픈지 알아볼 수 있는 반려동물 건강 관리 앱 서비스다.,사실형,긍정,현재,확실
"남이나루에 내리자마자 가장 먼저 눈에 띄는 게 책을 쌓아놓은 거대한 조형물이고, 길마다 건물마다, 심지어 화장실에까지 책들이 꽂혀 있다.",사실형,긍정,현재,확실
라임은 2017년 설립된 미국 전동킥보드 공유 서비스 업체다.,사실형,긍정,현재,확실
＂이거 아무 국가나 할 수 있는 거 아닙니다.＂,대화형,부정,현재,확실
"KF(Korea Filter)는 식약처가 마스크의 미세입자 차단 성능을 검증한 뒤 부여하는 인증마크로, ＇KF80＇은 평균 0.6㎛ 크기의 미세입자를 80% 이상 걸러낼 수 있다는 뜻이다.",사실형,긍정,현재,확실
스님은 ＂게임도 곧 수행＂이라고 말한다.,사실형,긍정,현재,확실
그 결과 2곳에 그쳤던 국제선 운항 지방공항이 5곳으로 늘었다.,사실형,긍정,현재,확실
물론 상당 기간 독점이 해소되지 않을 가능성도 있다.,사실형,긍정,현재,확실
이번 봄학기를 앞두고 한국에 입국하는 중국인 유학생만 7만명에 달한다.,사실형,긍정,현재,확실
중국 사서에 나타나는 수정성이 그 증거다.,사실형,긍정,현재,확실
비법은 이번에도 오른 팔꿈치입니다.,대화형,긍정,현재,확실
"GVC는 한 국가 안으로 국한되지 않고 여러 나라의 원자재, 노동력, 자본 등을 조합해 기업 활동의 부가가치를 높이는 과정이다.",사실형,긍정,현재,확실
특정 소재·부품·장비 품목의 매출액이 전체 매출액의 50% 이상인 외국법인이 대상이다.,사실형,긍정,현재,확실
여름철 무더위와 폭우와 태풍의 가혹 조건에도 불구하고 점검 없이 주행만 계속하면 언젠가 기계적 고장은 발생할 수밖에 없다.,사실형,긍정,현재,확실
"탄력이 떨어진 동맥 벽은 높은 혈압에 상처를 입는데, 상처 부위로 혈소판이 굳어 딱지가 앉고 딱지 주변에 콜레스테롤 등이 달라붙으면서 혈관이 좁아진다.",사실형,긍정,현재,확실
영상은 류휘만 음악감독이 작곡한 ＇아히브의 비애＇ 음원도 담고 있다.,사실형,긍정,현재,확실
마술사 최현우 역시 릴스에서 자주 만날 수 있는 스타다.,사실형,긍정,현재,확실
고선택비인산은 요즘 반도체 업계에서 핫한 3D 낸드플래시를 구현하는 핵심 소재로 꼽힌다.,사실형,긍정,현재,확실
이에 따라 은행권에도 긴장감이 고조되고 있다.,사실형,긍정,현재,확실
당첨금 지급기한은 지급 개시일로부터 1년이다.,사실형,긍정,현재,확실
"중소기업고객 전용 ＇ONE KB＇ 그룹 패키지 상품은 KB국민은행, KB손해보험, KB국민카드, KB캐피탈의 대표적인 금융상품으로 구성돼 있다.",사실형,긍정,현재,확실
일제 총독부 건축 기사로도 재직한 게 학교 후배인 김정수와 묘하게 대비된다.,사실형,긍정,현재,확실
도쿄올림픽이 열리는 2020년을 맞아 각 지자체는 ＇어게인 2008＇을 외치며 각국 국가대표단 ＇유치전＇을 펼치고 있다.,사실형,긍정,현재,확실
"육군과 해병대에서 필요한 기동, 공격, 무장, 상륙헬기 도입에 대해 보수 언론과 자칭 국방 전문가들은 기종과 성능 그리고 도입 단가를 이유로 매번 국산화보다는 해외도입을 해야 경제적이라는 등, 입에 맞춘 듯한 반대 의견을 대서특필하며 논쟁거리를 만들어내고 있다.",사실형,긍정,현재,확실
"우리 몸속 요산은 그 농도가 높으면 핏속에서 녹지 않아 덩어리를 형성하고 비교적 체온이 낮은 부위인 발가락이나 손가락, 귀 등에 침착되면서 염증성 관절염인 통풍이 발생한다.",사실형,긍정,현재,확실
공은 그 미인을 오히려 종신토록 생각하여 기일을 만나기만 하면 늘 눈물을 흘리며 제사 지냈다고 《청파극담》은 전한다.,사실형,긍정,현재,확실
이날까지 ＇기생충＇이 전 세계에서 벌어들인 돈은 2000억원으로 역대 한국영화 1위다.,사실형,긍정,현재,확실
"현재 원화 거래가 가능한 국내 거래소에 상장된 알고리즘 스테이블 코인 연관 자산은 니어프로토콜, 웨이브, 트론, 카바, 하이브, 비너스, 스페라엑스, 팬텀 등 8종이다.",사실형,긍정,현재,확실
"어느 날, 막걸리 집 아저씨는 거울을 본다.",사실형,긍정,현재,확실
전국 배출가스 5등급 노후 경유차의 약 32%가 수도권에서 운행하고 있고 수도권의 미세먼지 개선을 위해서는 노후 차량의 퇴출이 시급한 건강권 차원의 문제이다.,사실형,긍정,현재,확실
안전운전은 기본이고 승용차 좌석 중 안전한 ＂명당 좌석＂을 어떻게 배정하느냐도 중요하다.,추론형,긍정,현재,확실
중국 변수가 금융시장 등 한국 경제에 미치는 영향력이 나라들보다 크게 작용한 결과로 풀이된다.,사실형,긍정,현재,확실
한국이 경제협력개발기구(OECD) 국가 가운데 사기범죄율 1위라는 것은 잘 알려진 사실이다.,사실형,긍정,현재,확실
호가는 17억원 수준이다.,사실형,긍정,현재,확실
"투명성과 열린 생태계, 기여보상, 가치의 저장과 이동이라는 블록체인 특성을 살려 각기 다른 메이플스토리 프로젝트의 NFT가 서로 공유되는 구조가 특징이다.",사실형,긍정,현재,확실
이 같은 희망·특별퇴직은 수년 전부터 정례화하고 있다.,사실형,긍정,현재,확실
무엇보다 이를 금융 사고 발생 시 경영진을 제재할 수 있는 근거로 든 것에는 무리가 있다는 논리다.,사실형,긍정,현재,확실
정부는 최저임금 인상 등 복지 정책 확대가 빈부 격차를 줄였다고 주장한다.,사실형,긍정,현재,확실
대중적 인기를 넘어 음악성을 갖춘 아티스트를 선별해 초청하기 때문에 수많은 뮤지션이 열망하는 ＇꿈의 무대＇로 불린다.,사실형,긍정,현재,확실
우크라이나가 총리 임명을 위헌이라 공표하기도 전에 크림반도 전역에서 대대적인 친러시아 시위가 일어났다.,사실형,긍정,현재,확실
이때 필요한 플랫폼이 바로 브레이커다.,추론형,긍정,현재,확실
지금의 부족함이 성장을 마친 후에 큰 잔상으로 남게 될까 두려움이 찾아와서다.,추론형,긍정,현재,확실
"헹굴 때는 충분히, 샤워기라면 3분 이상, 세면대라면 7회 이상 헹궈야 한다.",추론형,긍정,현재,확실
＂연간 대출 자금 28억원 중 아직 24억원이 남았습니다.＂,대화형,긍정,현재,확실
상대적으로 낮은 한국 기업의 배당성향이 높아질 수 있도록 배당과 자사주 매입 등 주주 환원책 장려 방안도 필요하다.,추론형,긍정,현재,확실
