user_prompt,유형,극성,시제,확실성
극지방의 빙하가 녹아 뱃길이 열리면 물류 운송시간이 크게 단축된다는 것입니다.,대화형,긍정,미래,불확실
스윙 리듬이 맞지 않으면 공이 원하는 방향으로 날아가지 않기 때문입니다.,대화형,부정,현재,확실
＂우주·방산은 진짜 맨땅에 헤딩입니다.＂,대화형,긍정,현재,확실
암호화폐(코인) 가격이 왜 이렇게 급락한 것일까.,대화형,긍정,과거,확실
"지코인과 함께 대표적인 ＇프라이버시 코인＇으로 불리는 지캐시(ZEC), 대시(DASH)도 상승 TOP 10에 이름을 올렸습니다.",대화형,긍정,과거,확실
그러나 20세기 초반 미국인들을 더 큰 공포로 몰아넣은 것은 1929년의 대공황이 아니었을까.,대화형,미정,과거,불확실
"전일 거래대금이 1,000만 달러 이상이었던 코인 중 상승 폭이 컸던 코인 보겠습니다.",대화형,긍정,과거,확실
이 패턴은 추가 공정을 거쳐 반도체의 도로인 집적회로가 됩니다.,대화형,긍정,미래,확실
870원(싱가포르 1달러)으로 1명이 프로젝트 전체를 지배한다주식 수 단 1개로 프로젝트 지분 100%를 보유한 곳은 69개 중 9곳이었습니다.,대화형,긍정,과거,확실
이제 ＇쓰지 않는 김민정＇을 상상하기 어렵지만 첫 계시의 순간은 언제였을까.,대화형,긍정,과거,불확실
"＂무모한 돈키호테인가, 용감한 영웅인가?＂.",대화형,미정,현재,불확실
불안과 위험스러운 환경이 인간의 뇌로 하여금 편리함과 안전을 선택하게 만드는 미래 사회는 과연 어떠한 모습일까.,대화형,미정,미래,불확실
지인이 키우는 개 ＇뽀리＇는 이름 때문인지(?) 식구들 양말을 가져가 숨기는 데 진심이란다.,대화형,긍정,과거,확실
＂그런데 우리 게임회사는 그냥 게임 아이템에 NFT 붙일게요라고 해요.＂,대화형,긍정,현재,확실
＂지진이 나고 쓰나미가 덮치기까지 보통 30분 정도 대피할 시간이 있지요.＂,대화형,긍정,현재,확실
＂그때 제가 했던 수상 소감은 때늦은 게 아니었나 싶어요.＂,대화형,긍정,과거,불확실
불호령 같은 규제를 피함과 동시에 ICO 물결에 탑승하기 위한 어쩔 수 없는 선택이기도 했던 것입니다.,대화형,긍정,과거,확실
남자와 여자는 친구가 될 수 있을까?,대화형,미정,미래,불확실
조이시티도 하락장에서 선방하며 주목받고 있습니다.,대화형,긍정,현재,확실
＂성동구청과 성동경찰서를 옮겨 왕십리광장과 왕십리역 일대에 비즈니스 타운을 조성할 계획입니다.＂,대화형,미정,미래,불확실
"우곡주를 사장시키고 아무 성과도 내지 못했다는 게 마음의 빚으로 남았고, 그 빚을 갚고자 ＇우곡생주＇를 개발했습니다.",대화형,긍정,과거,확실
"그린 적중 시 퍼트 수는 1.724개로 18위, ＇평균 퍼트 수＇는 1.569개로 16위입니다.",대화형,긍정,현재,확실
하이프 머신의 힘은 얼마나 강력할까.,대화형,긍정,현재,불확실
사람 친구는 어느 한쪽에 애인이 생기면 끊어주는 게 쌈빡한 예의 아닐까.,대화형,긍정,미래,확실
＂녀석들은 항상 우리 급소를 노린다고.＂,대화형,긍정,현재,확실
＂큰 나무를 두고 어찌 용도가 마땅치 않다고 말하는가.＂,대화형,긍정,현재,확실
좋은 백스윙을 했지만 그래도 좀 더 강하게 볼을 치고 싶은 욕심이 있겠죠,대화형,긍정,현재,확실
"이는 과거 금융위기, IMF와 같은 주식 시장의 위기 이후에는 시가총액이 높은 주식 위주의 강세가 나왔다는 점에서 비슷한 현상입니다.",대화형,긍정,현재,확실
마포구에 위치한 ＇래미안웰스트림＇은 건폐율이 비교적 낮다는 이점 덕분에 낮은 교통 접근성과 작은 단지 규모에도 마포구 랜드마크 단지와 시세가 비슷하죠.,대화형,긍정,현재,확실
＂볼을 맞힌다는 생각을 버리고 ＇지나간다＇는 생각을 하며 드라이버를 휘두르면 자연스럽게 거리가 늘어난다. 그리고 임팩트 이후까지 헤드 스피드가 가속되면 피니시 동작은 자연스럽게 나오게 된다＂고 하네요.,대화형,긍정,현재,불확실
＂아랫것들은 냄새가 나.＂,대화형,긍정,현재,확실
＂나는 내 나름의 등반 방식에 대해 ＇포기 알피니즘＇이라는 말을 붙였습니다.＂,대화형,긍정,과거,확실
"엔진코인(ENJ), 모나코인(MONA), 매틱네트워크(MATIC), 엘프(ELF)와 같은 탄력적인 알트코인도 10% 내외 강세를 보이고 있습니다.",대화형,긍정,현재,확실
"그뿐인가요, 수익률도 좋습니다.",대화형,긍정,현재,확실
"투자고 뭐고 ＇몰라＇, 그냥 퇴직 시점 월급에 근속연수를 곱해 퇴직금을 지급하는 방식이죠.",대화형,긍정,현재,확실
＂＇크립토키티＇는 ERC-721이란 번호를 가진 NFT 표준을 최초로 적용한 게임입니다.＂,대화형,긍정,현재,확실
＇무제한＇ 용어가 붙은 조치는 외환위기나 금융위기 때도 전례가 없습니다.,대화형,부정,현재,확실
＂선은 속지 않는 거예요.＂,대화형,부정,현재,확실
＂기존에 설치된 제품과의 차이점은?＂,대화형,미정,현재,불확실
보험료 납입을 잠시 중지해야 할 상황이 발생하면 ＇납입 일시중지(납입유예) 제도＇를 이용하자.,대화형,긍정,현재,확실
칼자루를 쥔 자와 칼날을 쥔 자의 형편이 같지 않으니 어찌하겠는가.,대화형,긍정,현재,확실
"＂오른 팔꿈치가 뒤로 빠지거나 몸 안쪽에 위치한 상태라면 다운스윙을 정상적으로 할 수 없어 손목을 쓰거나 몸을 쓰게 된다, 당연히 정타와 장타 모두 잃게 된다＂고도 덧붙입니다.",대화형,긍정,현재,불확실
＂헌 공 대신 새 공으로 티업하라.＂,대화형,긍정,현재,확실
실제 선거에서 어떤 변화가 있을지 사례를 들어 설명해 주세요.,대화형,긍정,현재,확실
EUV는 반도체 밑그림을 그려주는 장비인 셈이죠.,대화형,긍정,현재,확실
이에 대해 참여연대는 ＂조국 펀드의 불법성을 주장했다는 이유를 들어 김경율 회계사를 비판한 바 없다＂고 밝혀왔습니다.,대화형,긍정,과거,확실
블록체인을 활용한 글로벌 자산관리 플랫폼이자 OKEx 거래소에만 상장되어 있어 변동폭이 큰 머레큘러퓨쳐(MOF)가 +16%로 상승 폭 1위를 기록했습니다.,대화형,긍정,과거,확실
이것으로 2020년 2월 3일 디브리핑을 마치겠습니다.,대화형,긍정,현재,확실
수백 년 혹은 수만 년 전 냉동보관된 바이러스가 다시 부활할 수 있는 가능성을 보여준 셈이죠.,대화형,긍정,현재,확실
임성재만의 방법도 있습니다.,대화형,긍정,현재,확실
＂눈앞에 있는 감각 대상을 곧이곧대로 받아들이지 말고 자신 내부에 있는 마음의 눈으로 의심해야 해요.＂,대화형,긍정,현재,확실
＂부당한 지시라고 생각되더라도 저항이라는 걸 해보세요.＂,대화형,긍정,미래,확실
＇가속＇을 멈추는 겁니다.,대화형,긍정,현재,확실
그런 만큼 두 가지 질문을 진지하게 고민할 시점이 오지 않았나 생각합니다.,대화형,긍정,현재,확실
랜팅은 남극에 서식하는 펭귄들을 찍었는데 사진 속 펭귄들은 하나같이 하얀 눈이 아닌 진흙을 뒤집어쓰고 있었죠.,대화형,긍정,과거,확실
이들 9개 프로젝트는 모두 설립자이거나 대표이사 1명이 1개 주식으로 회사를 갖고 있었습니다.,대화형,긍정,과거,확실
"다만 비례대표 47석 전체(국회의원 정수 300명은 지역구에서 선출되는 253명과 비례대표제로 선출되는 47명)가 아닌 30석에 ＇캡(cap)＇을 씌워 연동률 50%를 적용하고, 나머지 비례대표 의석인 17석은 기존 방식처럼 정당 득표율에 따라 단순 배분하는 방식을 따르게 됩니다.",대화형,긍정,현재,확실
"AI가 바리스타와 바둑기사가 되어 곳곳에서 사람을 밀어내는 지금, ＇인간다움＇이란 어디에 있을까.",대화형,미정,현재,불확실
앞서 올해 초 미국 인텔이 ASML의 양대 고객인 TSMC와 삼성전자보다 먼저 이 장비 도입 계약을 맺어 시장을 놀라게 했습니다.,대화형,긍정,과거,확실
하지만 모두가 총을 소유할 수 있게 된 시대에는 총을 활용한 전술적 혁신이 더 중요해질 겁니다.,대화형,긍정,미래,불확실
2020년 10월에 이어 1년 8개월 만에 다시 이곳을 찾은 것입니다.,대화형,긍정,현재,확실
초비상 시대에 발맞춰 기업마다 ＇컨틴전시 플랜＇ 짜기에 여념이 없습니다.,대화형,부정,현재,확실
민심이 한번 떠났더라면 양호(정유재란 때 명나라 총사령관)와 이여송(임진왜란 때 명나라 총사령관)의 구원병을 어떻게 먹이고 호남과 영남의 의병들이 어떻게 일어났을 것인가.,대화형,긍정,과거,확실
"비트코인은 1,100만원 돌파를 앞두고 상승 탄력을 조금씩 줄이고 있습니다.",대화형,긍정,현재,확실
세계 최고 교육 수준 덕분에 범죄 유형도 몸보다 머리를 쓰는 쪽으로 진화했다고 위안을 삼아야 할까.,대화형,긍정,현재,불확실
＂과거에 엔지니어링 회사를 이끌다 보니 생산 시스템 최적화나 효율화에 대한 고민이 많았습니다.＂,대화형,긍정,과거,확실
피토바이러스는 1.5㎛(마이크로미터)로 평균 20㎚(나노미터) 크기인 인플루엔자 바이러스보다 몸집이 훨씬 큽니다.,대화형,긍정,현재,확실
"비트코인이 잠시 쉬었다 다시 1,100만원을 돌파할 가능성은 높지만 그렇지 않을 가능성도 있으니 당분간은 다소 보수적인 투자를 진행해 보시기 바랍니다.",대화형,긍정,현재,확실
"코로나19 사태로 직격탄을 맞은 자영업자들이 몰리며, 전국 지역 신용보증기금에 접수된 대출보증 신청이 수십만 건에 달하는 요즘 아닌가.",대화형,긍정,현재,확실
특수한 감광액(빛이 닿으면 화학반응을 일으키는 액체)을 표면에 바른 웨이퍼에 극자외선 빛을 쬐어 미세한 패턴을 새기는 역할을 합니다.,대화형,긍정,현재,확실
마늘꽃이 얼마나 예쁘면 도로변에 경관 식물로 재배하는 곳까지 생겼을까.,대화형,긍정,현재,불확실
"결국 규제를 피해, 타이밍을 찾아, 재빠르게 설립된 주주 구성은 지금까지 이어져오고 있습니다.",대화형,긍정,현재,확실
연동형 비례대표제가 도입되면 사표를 방지할 수 있어 모든 표의 가치가 동등해집니다.,대화형,긍정,현재,확실
"＇시베리아 역병＇의 사례처럼 우리가 이미 알고 있던 감염병, 혹은 신종 감염병이 동물을 매개로, 혹은 직접 접촉을 통해 전 세계로 확산할 수 있습니다.",대화형,미정,미래,불확실
"실제 200원 돌파 후 단기간에 400원까지 급등을 했는데, 최근 시장에서 정배열 전환 후 전고점을 돌파하는 메이저 알트코인들의 강세가 이어지고 있다는 것을 의미합니다.",대화형,긍정,현재,확실
"그 뒤를 이어 최근 가장 강한 상승세를 보이고 있는 아이콘(ICX)이 +14%로 2위를 차지하고 있으며, 대표적인 바이낸스 런치패드 코인인 매틱네트워크(MATIC)와 하모니(ONE)이 그 뒤를 잇고 있습니다.",대화형,긍정,현재,확실
대테러 작전이라지만 전쟁을 불사할 만큼 그렇게 긴박한 상황이었을까?,대화형,미정,과거,불확실
피토바이러스를 발견한 연구팀의 일원인 장 미셸 클라베리 프랑스 악스-마르세유대 교수는 논문을 통해 ＂지구 온난화로 인해 영구동토나 빙하가 녹으면 이 속에 들어 있던 원시 미생물들이 다시 부활할 수 있다＂며 ＂우리가 모르는 신종 바이러스의 잠재적 위협에 대비해야 한다＂고 강조했습니다.,대화형,부정,미래,확실
임성재는 2~3m 거리에서 주로 연습을 한다네요.,대화형,긍정,현재,확실
지난 한 주 동안의 암호화폐 동향 살펴보겠습니다.,대화형,긍정,현재,확실
"어떻게 병원이 열이 41도 넘는 환자를 해열제와 항생제만 처방하고 돌려보냈나 비난의 목소리가 높지만, 현장에서는 ＇매뉴얼에 어긋나지 않는다＇는 반응입니다.",대화형,긍정,현재,확실
＂코로나19로 확진된 영아도 마스크를 착용해야 하나?＂,대화형,미정,현재,불확실
갈라게임즈에서 맡은 역할은 무엇인가?,대화형,긍정,과거,확실
"요즘 세계는 가깝게는 5년 전, 멀게는 10년도 더 전으로 돌아간 것 같습니다.",대화형,긍정,현재,확실
"＂1차 검사는 음성, 재검 시 양성이 나오는 이유는?＂",대화형,긍정,현재,불확실
"＂아쉬운 마음이 들거나 선입견, 혼란을 드렸다면 그건 (배우로서의) 제 부족함 때문이에요.＂",대화형,긍정,현재,확실
그리고 어드레스 라인과 퍼터 헤드가 정확하게 직각을 이루도록 돕고 스트로크를 할 때 퍼터 페이스가 열리거나 닫히는 단점도 고칠 수 있습니다.,대화형,긍정,미래,불확실
＂보통 수준의 면역력을 지닌 성인 치료는?＂,대화형,긍정,현재,불확실
그렇다면 서울·수도권 여러 지역 중 눈여겨볼 만한 곳은 어디일까.,대화형,미정,현재,불확실
하지만 진짜 위기가 왔을 때 이를 기회로 바꾸기 위해 실천할 수 있으려면 준비가 되어 있어야 할 겁니다.,대화형,긍정,미래,확실
북반구의 4분의 1을 덮고 있는 동토층도 같은 운명에 처해 있습니다.,대화형,긍정,현재,확실
＂잠깐 물러서서 연습 스윙을 다시 한번 하라.＂,대화형,긍정,현재,확실
반도체 컨설팅업체 테크인사이트의 칩 이코노미스트인 댄 허치슨은 ＂하이 NA EUV는 반도체 기술을 선도하는 차세대 주요 혁신 기술＂이라면서 TSMC가 이를 2024년에 확보함으로써 ＂가장 앞선 기술을 더 빨리 얻게 됐다＂고 짚었습니다.,대화형,긍정,과거,확실
이들이 발표한 지난해 실적 결과를 보면 하나같이 예외 없이 현금보유액을 최대치로 끌어올렸습니다.,대화형,긍정,과거,확실
역관들이 연경에 들어갈 때 요동 들판을 지나다가 비를 만나면 양태는 파손되어 달아나고 모자만 쓰고 가니 중국 사람이야 보통으로 보나 같이 간 사람은 다 비웃는데 그렇다고 어디서 갓을 사겠는가.,대화형,긍정,과거,확실
임성재의 장점은 실수 없는 안정적인 드라이버샷과 송곳같이 높게 솟구치는 아이언샷입니다.,대화형,긍정,현재,확실
비트코인 도미넌스(시가총액 점유율)는 66.3%로 전 주 대비해서 0.5% 상승했습니다.,대화형,긍정,과거,확실
훌륭한 전시가 없었다는 뜻이 아닙니다.,대화형,부정,현재,확실
"이 애매하고 어정쩡한 둘 사이, 도대체 어떻게 설명해야 할까?",대화형,긍정,미래,불확실
여야 정치권은 그런 우려를 감안해 봉쇄조항을 마련해 군소정당 난립을 어렵게 했습니다.,대화형,긍정,과거,확실
＂ALL#(올샵)은 공공 및 비영리기관에 최적화된 ERP 솔루션입니다.＂,대화형,긍정,현재,확실
그 이유는 뭘까.,대화형,미정,현재,불확실
CES 2020에 참석했던 분들이 ＇이번 CES에서 볼 것이 별로 없더라＇는 이야기를 하시는 것을 적잖게 들을 수 있었습니다.,대화형,긍정,과거,확실
핵무기로 세상을 위협하는 북한이 가장 두려워하는 것이 뭘까?,대화형,미정,현재,불확실
반도체 기업들이 구매를 아무리 원한다고 해도 ASML이 생산량을 신속하게 확장하는 건 불가능합니다.,대화형,긍정,미래,확실
신라 성장에 의성이 무슨 역할을 했다는 걸까?,대화형,긍정,과거,확실
이 부회장은 2016년과 2019년에도 ASML 경영진을 만났습니다.,대화형,긍정,과거,확실
검찰 개혁 등 다른 과제는 당분간 책상 옆으로 조금 밀어놓자.,대화형,긍정,현재,확실
어떻게 지속가능한 비즈니스 구조를 만들까?,대화형,긍정,미래,불확실
"어제에 이어 프라이버시 대표 코인인 지코인(XZC)과 지캐시(ZEC)가 각각 36%, 8%로 상승 TOP 10에 이름을 올렸습니다.",대화형,긍정,과거,확실
＂호남과 강서에 한재가 들었으니 상을 마련해 곡식을 저장하고 있는 집들에 권유하도록 하십시오.＂,대화형,미정,미래,확실
그리고 임성재처럼 살짝 끊어 치는 느낌으로도 한번 도전해보세요.,대화형,긍정,현재,확실
현재 밤에 고열이나 호흡기 증상이 발현했을 때 갈 곳이 별로 없습니다.,대화형,부정,현재,확실
