user_prompt,유형,극성,시제,확실성
"기상청에 따르면 이날 오후 경기 동부와 강원 내륙·산지, 전라 동부 내륙, 경북 북부 내륙, 경상 서부 내륙에서는 소나기가 5∼30㎜가량 내릴 것으로 보인다.",예측형,긍정,미래,확실
전 목사와 범투본 관계자 등 2명의 구속 여부는 이날 오후 늦게 결정될 것으로 예상된다.,예측형,긍정,미래,불확실
양배추도 8㎏에 6000원으로 평년(3880원) 대비 50% 이상 급등할 것으로 전망했다.,예측형,긍정,과거,불확실
이를 위해 오는 7월 1일 ＇위믹스3.0＇의 테스트넷을 공개하고 위믹스 월렛과 거버넌스 디앱을 온보딩한다.,예측형,긍정,미래,확실
이 경우 트럼프 대통령이 대중국 정책 성과로 자화자찬했던 1단계 합의안에 대한 평가가 달라지면서 미 선거 표심에 영향을 줄 것이다.,예측형,긍정,미래,확실
규제심판관은 100여 명의 민간 전문가로 구성하고 건별로 전문 분야에 맞춰 배정하는 방식이 될 전망이다.,예측형,긍정,미래,불확실
"중국의 봉쇄 조치가 점진적으로 완화되기 시작하고, 미국은 드라이빙 시즌에 진입하면서 휴가철 원유 수요 급증이 예상된다.",예측형,긍정,미래,불확실
또 원작 ＇히트＇ 이후의 세계관을 담은 MMORPG ＇히트2＇의 경우 원작보다 더욱 방대해진 세계관 속에서 이용자들이 장대한 여정에 오르는 느낌을 받을 수 있도록 구성한 음악의 탄생 배경과 작곡 과정을 설명할 예정이다.,예측형,긍정,현재,불확실
"그 밖에도 아직까지 마스크를 벗지 못하는 실내, 실외 모두 자연스러운 피부 표현이 가능한 제품, 마스크에도 화장이 묻어나지 않거나, 두꺼운 피부 표현 대신 모공과 잡티, 붉은 기 등 피부 결점을 자연스럽게 커버할 수 있는 ＇파데프리＇ 트렌드도 꾸준히 이어질 것으로 보인다.",예측형,긍정,미래,확실
먼저 중소기업과 중견기업에 29조1000억원 규모의 경영자금을 추가로 지원해 기업의 자금난에 숨통을 틔울 예정이다.,예측형,긍정,미래,불확실
양사는 이번 협약을 통해 스튜디오산타클로스의 소속 아티스트와 보유 콘텐츠에 NFT 기술을 적용해 블록체인 기반 엔터테인먼트 분야 생태계 확장을 공동 추진할 계획이다.,예측형,긍정,미래,확실
사용자 확대를 기반으로 비디오몬스터는 글로벌 진출을 가속할 계획이다.,예측형,긍정,미래,불확실
"늦은 밤부터는 수도권과 강원 영서, 충남 북서해안에도 가끔 비가 내리겠다.",예측형,긍정,미래,불확실
기상청은 이날 서해 중부 해상에 위치한 고기압의 가장자리에 들어 전국이 대체로 흐리다가 중부지방은 오후부터 가끔 구름이 많겠다고 예보했다.,예측형,긍정,과거,확실
이 같은 상황에서 첼시전 반칙 퇴장과 3경기 출전정지 징계로 전력에서 이탈했던 손흥민의 복귀 후 몇 경기가 올 시즌 토트넘의 향배를 가를 전망이다.,예측형,긍정,미래,확실
해외 자회사의 국내 모회사 배당금을 비과세하면 국내로 자금이 유입되는 효과가 클 것으로 기대된다.,예측형,긍정,현재,확실
또 하나·우리은행 직원 각 2명씩 총 4명이 근무하며 영업시간은 오전 10시부터 오후 3시까지로 향후 상황에 따라 탄력적으로 운영할 계획이다.,예측형,긍정,미래,불확실
"공인인증서의 독점적 지위가 사라짐에 따라 앞으로는 간편 비밀번호, 생체인증 등 다양한 인증수단이 활발하게 쓰일 것으로 예상된다.",예측형,긍정,미래,불확실
다양한 유동성 확대정책은 중국 증시에 호재로 작용할 전망이다.,예측형,긍정,미래,불확실
코로나19 비상사태가 장기화돼 오는 11월 대통령 선거에서 트럼프 대통령 당선 가능성이 낮아지면 중국은 내수 부진을 이유로 의무 수입을 이행하지 않을 가능성이 있다.,예측형,긍정,미래,불확실
"2030년까지 생산 설비에 3200억원 이상을 투자해 지능화 공정 시스템을 구축하고, 가상·증강현실부터 자동화·인공지능(AI) 기술 등이 적용된 미래형 조선소를 만들겠다는 복안이다.",예측형,긍정,미래,불확실
자율주행로봇의 실증 특례에서도 현장 요원 없이 원격 모니터링이 가능하도록 기준 완화를 추진할 계획이다.,예측형,긍정,미래,불확실
"오버다임의 강철수 대표는 사우디아라비아 행 선박은 2020년 2월 중으로 진행이 될 것으로 예정되어 있다고 말해, 오버다임의 제품들을 실은 선적들이 계속해서 우리나라 항만에서 떠날 것으로 보여 진다.",예측형,긍정,현재,확실
이달 24~27일(현지시간) 스페인 바르셀로나에서 열리는 세계최대 모바일 전시회 모바일월드 콩그레스(MWC)에 참가하는 국내 기업들도 줄어들 것으로 보인다.,예측형,부정,현재,불확실
15일 채권 금리가 전반적으로 오르며 금융채 5년물 금리를 기준으로 삼는 주담대 고정금리도 상승세를 이어갈 것으로 보인다.,예측형,긍정,미래,불확실
사채 발행 한도를 확대하기 위해 한국전력공사법 개정도 올 하반기에 추진할 계획이다.,예측형,긍정,미래,불확실
"대전시는 시범사업으로 선정된 2개 마을의 조성 과정을 지속적으로 점검하고, 컨설팅 제공 등을 통해 사업이 안정적으로 추진될 수 있게 지원할 예정이다.",예측형,긍정,미래,확실
합수단은 국세청에서 확보한 탈세 관련자료를 분석해 탈세혐의를 입증할 계획이다.,예측형,긍정,미래,불확실
이미 관련 기업과 협업해 2025년께 김포공항에서 UAM 시범운항을 계획하고 있다.,예측형,긍정,현재,확실
제9호 태풍 ＇마이삭(MAYSAK)＇이 오는 2~3일 전국에 강한 바람과 함께 일부 지역에는 400㎜ 이상의 물폭탄이 예상된다.,예측형,미정,미래,불확실
넥슨의 핵심 IP인 ＇메이플스토리＇를 활용해 블록체인과 NFT의 가치를 실현하겠다는 계획이다.,예측형,긍정,미래,확실
전역 후 첫 공식 무대가 될 전망이다.,예측형,긍정,미래,불확실
정부가 비트코인 등에 투자하는 국민이 늘어난 세태를 반영해 2년 뒤 가구별 가상자산 현황을 공표하는 방안을 추진한다.,예측형,긍정,현재,확실
콘진원은 게임개발 이외 인력이 부족한 중소게임사를 돕고자 게임 전담 PM을 배정해 해외진출 경험이 없더라도 해외에 게임을 출시할 수 있도록 전략 컨설팅을 기본적으로 제공할 예정이다.,예측형,긍정,미래,불확실
미세먼지는 강원 영동을 제외한 모든 권역에서 ＇나쁨＇ 수준으로 예상됐다.,예측형,긍정,과거,불확실
"낮부터 저녁 사이에는 강원 남부내륙 산지와 충남 남동내륙, 충북, 전라동부, 경북권 내륙, 경남 북서내륙에 소나기가 내리고, 제주도에는 저녁부터 비가 내릴 것으로 전망된다.",예측형,긍정,미래,불확실
우크라이나 전쟁에 따른 EU의 LNG선 수요가 늘어난 점도 국내 조선사에 긍정적인 영향을 미칠 전망이다.,예측형,긍정,미래,불확실
강원 내륙에도 짙은 안개가 끼는 곳이 있겠다.,예측형,미정,미래,불확실
"이날 아침최저기온은 14~20도, 낮최고기온은 25~32도로 예상된다.",예측형,긍정,미래,불확실
또 리스크관리능력을 바탕으로 이익창출력 및 지급여력을 안정적으로 유지할 것으로 전망했다.,예측형,긍정,과거,확실
"팔지 않는 기업, 여기에 동조해 사지 않는 소비자는 계속 늘어날 전망이다.",예측형,긍정,미래,불확실
"먼바다 파고는 서해 0.5∼2.0ｍ, 남해 0.5∼2.5ｍ, 동해 1.0∼3.0ｍ로 예보됐다.",예측형,긍정,과거,확실
산업계가 이번 총파업으로 본 피해는 2조원에 달해 복구하는 데에만 한참 걸릴 것으로 관측된다.,예측형,긍정,미래,불확실
"16일 기상청에 따르면 17일 늦은 오후부터 밤 사이 경기남부와 강원영서남부, 충청권, 경북서부에 돌풍과 천둥·번개를 동반한 소나기가 오는 곳이 있겠다.",예측형,미정,미래,확실
카카오게임즈(대표 조계현)의 기대작 ＇우마무스메 프리티더비＇가 20일 오전 11시 출격한다.,예측형,긍정,미래,확실
"하지만 행동주의 심리학자 B F 스키너와 상의했다면 성장 과정의 실제 경험, 즉 사건을 살폈을 것이다.",예측형,긍정,과거,불확실
실제 게임 매출 기반의 스테이킹 모델을 통해 이용자 참여와 합리적 보상 제공이 선순환되는 생태계를 구축하고 글로벌 사업 역량과 게임 운영 노하우를 더해 건강한 토큰 이코노미를 설계해나간다는 계획이다.,예측형,긍정,미래,불확실
경영계는 동결을 주장할 것으로 보인다.,예측형,긍정,미래,불확실
비가 내리는 지역에서는 돌풍과 함께 천둥·번개가 치고 일부 지역에선 우박이 떨어지는 곳이 있을 예정이다.,예측형,긍정,미래,불확실
"2017년 이후에 태어나는 영재들은 지금으로부터 10년 후인 2032년부터 영재교·과학고에 입학하고, 2035년엔 이공계 대학생이 되고, 그 이후로는 한국 첨단 기술 분야를 이끌어나가는 인재가 될 것이다.",예측형,긍정,미래,불확실
"이튿날인 18일 아침최저기온은 19~23도, 낮최고기온은 26~32도를 기록할 전망이다.",예측형,미정,미래,불확실
이를 정상인의 유전체와 비교하면 어떤 유전자 돌연변이로 인해 암이 발생하는지 파악할 수 있을 뿐만 아니라 최대 35년 뒤 암 발생 여부를 예측하는 일도 가능해 환자 맞춤형 치료의 새로운 길이 열릴 것으로 전망된다.,예측형,긍정,미래,불확실
위메이드는 이날 오후 10시 카카오 쇼핑 라이브를 통해 2차 쇼케이스 ＇미르M＇ 특별 방송 ＇전지적 용사 시점＇도 개최한다.,예측형,긍정,미래,확실
올해는 글로벌 경기 침체가 본격화되면서 금융·부동산 해외 투자는 큰 폭으로 줄어들 것으로 보인다.,예측형,긍정,현재,불확실
"정부는 이와 함께 정부 부처, 연구기관, 경제 협회 및 단체에 규제 전담 조직을 설치하고, 규제혁신추진단과 긴밀히 연계해 덩어리 규제를 발굴·개선할 예정이다.",예측형,긍정,미래,확실
토요일인 4일은 전국이 대체로 맑겠으나 중부 지방은 오전에 구름이 많겠다.,예측형,긍정,미래,불확실
이를 통해 영업이익을 흑자 전환시켜 2020년 1135억원의 목표를 달성할 계획이다.,예측형,긍정,미래,불확실
강원 영동은 ＇보통＇ 수준으로 예상됐다.,예측형,긍정,과거,불확실
이에 삼양식품이 수출 비중이 높은 만큼 달러 강세의 수혜를 입을 것이라는 전망이다.,예측형,긍정,미래,확실
비디오몬스터는 사용자가 만든 영상의 객체정보와 위치정보를 활용해 다양한 사업을 전개할 계획이다.,예측형,긍정,미래,불확실
특히 이번 개선안에는 윤석열 대통령이 강조한 첨단산업 인재 양성과 관련한 규제 완화 방안도 포함되면서 향후 반도체 등 신산업에서 경쟁력을 확보하기 위한 정부의 규제 개혁 행보가 더욱 확대될 것으로 전망된다.,예측형,긍정,미래,불확실
"하지만 2.75%가 점도표상 미국의 연말 예상 기준금리인 3.4%보다 낮기 때문에, 한은도 결국 한 차례 정도는 빅스텝을 밟지 않겠냐는 관측이다.",예측형,긍정,미래,불확실
중국 내 코로나19 사태가 진정 국면에 접어들었다는 진단이 나오면서 중국 증시 상승세에는 더욱 힘이 실릴 전망이다.,예측형,긍정,미래,불확실
서울 종로구에 거주하는 회사원 A씨는 8월에 폐암 수술을 받을 예정이다.,예측형,긍정,미래,불확실
이란의 민항기 오발 격추로 사태가 엉뚱하게 진정됐지만 핵무기를 만들고 있는 이란은 결코 가만히 있지 않을 것이다.,예측형,긍정,미래,불확실
넥슨와 EA아시아스튜디오는 7일 중순 여름 대규모 업데이트를 통해 비슷한 수준의 클럽과 조건에서 실력으로만 겨루는 신규 모드 ＇어쎈틱 챌린지＇를 추가할 계획이다.,예측형,긍정,미래,불확실
"수미감자(20㎏)는 지난해 6월 1만9000원 선에서 도매가격이 형성됐지만, 올해는 3만~3만3000원에 형성돼 최대 70% 넘게 가격이 뛸 거라는 전망이다.",예측형,긍정,미래,불확실
김창룡 경찰청장은 경찰 내부망에 ＂결코 직에 연연하지 않고 역사에 당당한 청장이 되겠다＂고 밝혀 갈등이 한층 격화할 것으로 전망된다.,예측형,긍정,미래,불확실
"타다금지법으로 불리는 여객운수법 개정안의 국회 상임위원회 통과를 주도한 박홍근 을지로위원장을 비롯해 제윤경 책임의원, 우원식 이학영 등 민주당 을지로위 소속 의원들이 자리할 예정이다.",예측형,긍정,미래,불확실
"공장에서 로봇들이 그랬던 것처럼 드론의 자동화 기술은 조종사들의 일자리를 대체하거나, 적어도 지상의 드론 오퍼레이터들이 늘어나며 조종사들을 대체할 것이다.",예측형,긍정,미래,확실
7월 1일 ＇위믹스3.0＇ 테스트넷과 함께 ＇위믹스 플레이＇를 선보이고 3분기 중 ＇위믹스 디파이＇와 ＇나일＇을 론칭할 계획이다.,예측형,긍정,미래,불확실
"아울러 향후 채굴 난이도 상승을 고려할 때, 채굴 수입에서 채굴 비용이 차지하는 비중이 점점 더 커질 전망이다.",예측형,긍정,미래,불확실
지금까지는 일부 업체에 한해 생산 차질이 빚어졌지만 앞으로는 자동차업계 전반으로 피해가 확산할 것이라는 전망이다.,예측형,긍정,미래,불확실
오는 7월 14~17일 코엑스에서 개최되는 이번 박람회에서는 다양한 강연을 마련해 금융전문가의 신중년 재무설계 강의 등도 열린다.,예측형,긍정,미래,확실
시스템 반도체의 경우 2030년에는 필요한 수요가 3400명에 달하지만 실제 공급 인력은 900명에 그칠 것으로 예상했다.,예측형,긍정,과거,확실
＇던전앤파이터 모바일＇이 실질적인 최고 기대작이라는 점에서 중국 시장에서의 성과에 관심이 쏠릴 전망이다.,예측형,긍정,미래,불확실
감염 예방에 만전을 기울인다면 중국 대표팀의 참가는 부산시 입장에서도 긍정적인 효과를 기대할 수 있다.,예측형,긍정,미래,불확실
다만 정유 업계의 경우 2020년부터 선박의 황 함유량을 기존 3.5%에서 0.5%로 줄이는 국제해사기구(IMO) 규제가 시행되면서 저유황유에 대한 판매·수출이 지난해 4분기부터 조금씩 늘어나고 있는 만큼 일시적으로나마 숨통이 트일 것으로 전망하고 있다.,예측형,긍정,현재,불확실
"동해 중부 먼바다는 매우 강한 바람이 불고 물결이 매우 높게 일겠고, 동해안은 너울로 인한 물결이 해안도로나 방파제를 넘는 곳이 있겠다.",예측형,긍정,미래,불확실
이와 관련해 정부는 알뜰교통카드 이용자도 현 39만명에서 연말까지 45만명으로 늘릴 계획이다.,예측형,긍정,미래,불확실
탁주는 기존에도 세율이 5%로 낮은 수준이어서 종량세 전환에 따른 가격영향은 크지 않을 전망이다.,예측형,긍정,미래,확실
블루포션게임즈는 ＇에오스＇의 기존 퍼블리싱 계약 종료에 따라 19일부터 ＇에오스: 더블루＇로 명칭을 변경하고 대규모 콘텐츠 업데이트와 함께 직접서비스를 실시할 예정이다.,예측형,긍정,미래,확실
＇이브닝플러스＇는 서울 여의도중앙점과 강남중앙점 2개점의 운영을 15일부터 시작해 8월 말에는 가산디지털점을 추가할 예정이다.,예측형,긍정,미래,불확실
백 교수는 ＂국내에서는 전무하다시피 LP지분 세컨더리 시장이 본격 가동되고 중소형 M&A 시장이 활발해질 수 있게 세제 혜택이 뒷받침된다면 제2벤처붐이 지속될 수 있을 것＂이라고 내다봤다.,예측형,미정,현재,불확실
나아가 ＇부수자산＇이라는 개념을 도입해 NFT처럼 소위 그레이존에 위치한 가상자산에 대해서도 공시를 요구할 계획이다.,예측형,긍정,미래,불확실
또한 납부유예 제도를 신설해 가업 상속을 원하는 기업이 가업상속공제와 상속세 납부유예를 선택할 수 있도록 할 계획이다.,예측형,긍정,미래,확실
푸드테크 산업의 종착역은 개인 맞춤형 식품이 될 것으로 예상된다.,예측형,긍정,미래,확실
"한국천문연구원에 따르면 이날 오전 각지의 해돋이 시간은 서울 7시 47분, 인천 7시 48분, 강릉 7시 40분, 서산 7시 47분, 포항 7시 33분, 군산 7시 43분, 울산 7시 32분, 목포 7시 42분, 제주 7시 38분, 해남 7시 40분이다.",예측형,긍정,현재,확실
이용자들과 함께 게임에 대한 보다 상세한 내용을 나누고 직접 게임을 선보일 예정이다.,예측형,긍정,미래,불확실
"한국 영재의 위기는 몇 년 뒤엔 이공계 대학의 위기로, 다시 몇 년 뒤엔 4차 산업혁명 선도 기업의 위기가 될 것이다.",예측형,긍정,과거,확실
두 곳 모두 비은행 부문 강화 필요성을 강조하고 있는 가운데 인수·합병(M&A)에 대한 최고경영자(CEO) 의지도 어느 때보다 강하다는 점에서 정면 승부가 벌어질 것으로 예상된다.,예측형,긍정,미래,불확실
재단측에서는 토큰을 활용한 거버넌스 탈중앙화를 추진하고 감시 노드 구축과 운영에 대한 보상을 제공함으로써 보안 수준을 높일 방침이다.,예측형,긍정,미래,확실
다만 공원을 만들 재원 마련에 서울시와 용산구가 이견을 보여 실제로 공원이 조성되기까지 상당한 시일이 걸릴 전망이다.,예측형,긍정,미래,불확실
월요일인 20일은 전국이 대체로 흐리고 덥겠다.,예측형,긍정,미래,확실
이 때문에 롯데카드처럼 사모투자펀드(PEF)와 함께 일부 지분을 투자하는 형태로 접근하거나 별도 사모펀드를 조성해 주요 지분을 갖는 방식을 취할 것으로 보인다.,예측형,긍정,미래,불확실
방탄소년단(BTS)에 이어 올해 ＇기생충＇까지 연타석 홈런을 치면서 한국어 콘텐츠를 향한 러브콜이 이어질 전망이다.,예측형,긍정,미래,불확실
"오브젝트는 온·오프라인에서 팬 활동이나 미션을 달성하면 획득할 수 있고, 구매도 가능할 전망이다.",예측형,긍정,미래,불확실
"장마와 태풍, 여름이라는 계절적 요인으로 승용차 이용률도 증가하여 추위가 오면 점검을 미뤘던 고장이 증가할 것으로 예상된다.",예측형,미정,현재,불확실
"기상청에 따르면 5일까지 기온은 평년보다 3∼4도 높겠으나, 내륙을 중심으로 낮과 밤의 기온 차가 10∼12도로 클 것으로 보인다.",예측형,긍정,현재,확실
코로나 19의 습격이 있기 전에 발행된 보고서임을 감안하면 앞으로의 성장세는 더욱 가파를 것으로 예상한다.,예측형,긍정,미래,불확실
"숙박 O2O(Online to Offline, 온라인 기반 오프라인) 플랫폼 업계 1·2위를 차지하고 있는 야놀자와 여기어때가 작년 한 해 나란히 인수·합병(M&A)을 통해 몸집을 키우거나 중심을 잡아 나감에 따라 향후 이들 간에 경쟁이 더욱 치열해질 전망이다.",예측형,미정,미래,불확실
신종 코로나바이러스 감염증(우한 폐렴) 사태 수습과 내수 정상화에 힘써야 할 중국이 미국과 약속한 2000억달러(약 231조원) 추가 구매를 제대로 이행하기는 어려울 것이다.,예측형,부정,미래,불확실
15일 날씨는 전국이 대체로 맑겠으나 충남 서해안과 전북 서해안은 가끔 구름이 많을 전망이다.,예측형,긍정,미래,불확실
확실히 백내장 진단을 받았어도 입원 치료를 받을 만큼 특별한 상황이었음을 입증하지 못하면 30만원 이상의 보험금을 받기 어려울 전망이다.,예측형,부정,미래,불확실
"＇클로젯＇은 코로나19 확산 우려 속에도 100만 돌파를 앞두고 있으나 12일 개봉하는, 장유정 감독의 ＇정직한 후보＇와의 대결이 불가피해 보인다.",예측형,긍정,미래,불확실
향후 개발이 완료되면 상주인구만 20만명을 넘어설 것으로 예상된다.,예측형,긍정,미래,불확실
벌써 세계 증시가 3000조원 이상 떨어져 1차 충격을 준 다음 이제 9일 이후 실제 공장 가동이 가능하냐에 따라 실물경제에 피해가 드러날 것이다.,예측형,긍정,미래,불확실
금융권 57개사가 참여하는 공동 채용 박람회가 8월 말 열린다.,예측형,긍정,미래,확실
국가경찰위 역시 자체 자문단을 꾸리는 등 행보로 맞서고 있어 향후 행안부와의 권한 충돌 논란이 거세질 것으로 보인다.,예측형,긍정,미래,불확실
국제사회가 모바일과 자동차 등 소비자에게 제품을 파는 기업을 디지털세 부과 대상에 포함하기로 합의함에 따라 삼성전자·현대자동차 등 국내 기업도 영향을 받게 될 전망이다.,예측형,긍정,미래,불확실
"탄력근로제 단위기간 확대 안은 국회에서 통과되지 않고 있으며, 특별연장근로 인가 사유 확대는 시행령만 개정하면 되는 만큼 조만간 단위기간이 확대될 전망이다.",예측형,긍정,미래,확실
대형 신작이 뜸했던 국내 모바일게임 시장이 순위 경쟁으로 달아오를 전망이다.,예측형,긍정,미래,불확실
낮 최고 기온은 4∼12도로 전날(2.1∼10.3도)보다 조금 높겠다.,예측형,긍정,과거,확실
김 교수는 강연에서 웹3.0의 핵심 기술로 거론되는 NFT의 본질을 살피고 사업을 진행할때의 고려점을 논할 예정이다.,예측형,긍정,미래,확실
백 전 장관에 대한 구속영장이 기각되면서 윗선 수사도 난항을 겪을 전망이다.,예측형,긍정,미래,불확실
"앞으로 백내장 수술에 지급되는 실손의료보험 보험금이 크게 줄어들고, 일부 안과의 비상식적 과잉 진료에도 제동이 걸릴 것으로 전망된다.",예측형,긍정,미래,불확실
특히 국민 생활과 밀접한 배달비와 주거비 통계를 더 강화한다는 계획이다.,예측형,긍정,미래,불확실
게임산업 현안과 윤석열 정부의 게임 정책에 대한 전략 및 기본틀 확립을 위한 논의가 예정됐으며 제21대 국회 후반기 국회의장으로 선출될 김진표 의원과 문화체육관광부 박보균 장관이 참석해 축사할 예정이다.,예측형,긍정,미래,불확실
"KB국민·신한·하나·우리·IBK기업, NH농협은행 등 6대 은행은 7월 4~25일 박람회 홈페이지를 통해 서류전형 신청을 접수하고, 서류전형 통과자에게 8월 24일과 25일 박람회 현장면접 기회를 제공한다.",예측형,긍정,미래,확실
이에 따라 여행사나 항공사가 소액 외국환 매매 신청 등을 대리하거나 백화점 등 유통업체가 소액 대출을 중개하는 업무가 가능해질 것으로 전망된다.,예측형,긍정,미래,불확실
"상업용 비행 분야에서 자동 조종 기술은 오래전부터 존재했으나, 심현철(David Shim) 카이스트 항공우주공학 교수에 의하면 헬기 조종사들은 일자리를 제일 먼저 잃은 직군이 될 것이다.",예측형,긍정,미래,확실
여성 연수원장 발탁을 통해 신보는 열정과 역량을 갖춘 창의적 여성인재 육성에 적극 나서겠다는 방침이다.,예측형,긍정,현재,확실
미세먼지 농도는 전 권역이 ＇좋음＇∼＇보통＇ 수준을 보이겠다.,예측형,긍정,미래,불확실
혼란한 경쟁이 소강상태에 접어들면 시장에서 살아남는 사업자는 손에 꼽을 정도가 되지 않을까 소비자 편의성과 신뢰성을 얼마나 확보하느냐가 향후 시장의 판도를 가를 것이다.,예측형,긍정,미래,확실
그러나 이들 숫자는 현재 고등학교나 대학에 다니고 있는 영재 수의 절반에도 미치지 못할 것으로 예상된다.,예측형,긍정,미래,불확실
각 게임별로 캐릭터 NFT나 게임 내 땅 소유 NFT를 판매할 예정이며 게임별로 최적화된 토큰 발행도 예고했다.,예측형,긍정,과거,확실
"고양 창릉지구, 부천 대장지구는 내년부터 토지 보상이 시작될 전망이다.",예측형,긍정,미래,불확실
전라 서해안 지역은 이날 새벽부터 아침 사이 산발적으로 눈이 내리거나 빗방울이 떨어질 전망이다.,예측형,긍정,미래,불확실
이에 따라 1회 이용 한도를 기존 1만원에서 5만원으로 상향해 이용자 편의성을 높일 방침이다.,예측형,긍정,미래,불확실
반면 0.5%포인트 인상은 7%로 예측했다.,예측형,긍정,과거,확실
이로 인해 금융 소비자 편익이 한 단계 더 제고될 전망이다.,예측형,긍정,미래,불확실
"＂OTT 사업을 처음부터 직접 키우려 했다면 쿠팡플레이의 ＇타임 투 마켓(Time to Market, 제품 개발부터 판매까지 걸리는 시간)＇은 2년이 걸렸을 것이다.＂",예측형,부정,과거,확실
올해 13회를 맞는 MBN건강미박람회는 ＇브라보 앵콜 라이프＇를 슬로건으로 삼고 시니어를 위한 다양한 정보를 제공할 예정이다.,예측형,긍정,미래,불확실
"업계 관계자들에 따르면 노사 간 물밑 대화는 오가고 있으나, 양측의 입장 차가 커 파업은 끝없이 길어질 전망이다.",예측형,긍정,미래,확실
중국은 미국의 바이러스 비상사태 추이를 지켜보면서 약속 이행 여부를 저울질할 것으로 보인다.,예측형,긍정,미래,확실
또 이들 기관은 17일부터 박람회를 위한 홈페이지를 개설해 금융권 상시 채용정보 플랫폼으로 운영한다.,예측형,긍정,미래,확실
"결국 국내 은행들은 상대적으로 손쉬운 이자 장사에만 다시 몰두할 것이고, 외국인 투자자들은 한국 금융사를 더 이상 쳐다보지 않을 것이다.",예측형,부정,미래,불확실
"또 토론토의 눈 덮인 뉴퀸 스트리트, 맨해튼 미드타운의 번화가 등 새로운 장소들도 등장하며 대칭형 전장 중앙의 로봇을 장악해 적진에 진격시키는 신규 모드 푸쉬(Push) 게임 모드도 만날 수 있다.",예측형,긍정,미래,불확실
투자은행(IB) 업계에서도 소부장 기업에 대한 상장 특례가 자리 잡으면서 향후 관련 기업의 증시 입성이 늘어날 것으로 전망하고 있다.,예측형,긍정,미래,불확실
KT 클라우드는 지난 4월 분사 후 마련되는 스마트테크 코리아 무대를 민간의 잠재적 고객들과 만나 교감하는 장으로 적극 활용할 계획이다.,예측형,긍정,미래,확실
특히 첫날인 7월 14일 오전 10시 개최되는 개막식 행사에 참여하는 관람객에게는 선착순 경품 추첨 이벤트에 참여할 수 있는 기회를 제공한다.,예측형,긍정,미래,확실
한편 APEC 정상회의 개최지는 외교부가 구성한 선정위원회 심사를 통해 2024년 상반기 최종 확정될 예정이다.,예측형,긍정,미래,확실
경제산업성은 도쿄를 포함한 일부 지역의 7월 전력 공급 예비율이 3.1%에 그칠 것으로 전망한다.,예측형,긍정,미래,불확실
핀테크 기업 독립 계좌가 일반화하면 개인 자산을 보관하고 투자하는 과정에 상당한 변화가 예상된다.,예측형,긍정,미래,확실
