index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
62,"＂정부에서 37년 만에 택시 동승 규제를 풀어줘서, 스타트업 입장에서 지난해에는 의미 있는 실험 기회가 주어졌습니다.＂",대화형,사실형,긍정,긍정,과거,과거,확실,확실
11,지난 시즌 미국프로골프(PGA) 투어에서 우승 없이 가장 꾸준한 활약을 펼치며 신인상을 차지한 임성재(22·CJ대한통운)는 올 시즌에는 더욱 뜨거운 샷 감각을 선보이며 드디어 꿈에 그리던 우승까지 차지했습니다.,대화형,사실형,긍정,긍정,과거,과거,확실,확실
36,반도체 컨설팅업체 테크인사이트의 칩 이코노미스트인 댄 허치슨은 ＂하이 NA EUV는 반도체 기술을 선도하는 차세대 주요 혁신 기술＂이라면서 TSMC가 이를 2024년에 확보함으로써 ＂가장 앞선 기술을 더 빨리 얻게 됐다＂고 짚었습니다.,대화형,사실형,긍정,긍정,과거,과거,확실,확실
89,＂한국 내 투자는 어느 정도 진행됐는지?＂.,대화형,대화형,긍정,미정,과거,현재,확실,확실
91,평소 사용하던 얇은 그립보다 조금 두꺼운 그립으로 바꿨죠.,대화형,사실형,긍정,미정,과거,과거,확실,확실
109,"＇코로나19가 잡혀가고 있나＇ 희망의 빛이 보일 무렵, ＇대구 17세 소년 사망＇ 뉴스가 나오면서 국민이 다시 패닉에 빠졌습니다.",대화형,사실형,긍정,부정,과거,과거,확실,확실
0,구글도 1090억달러(2018년 말)에서 1197억달러(2019년 말)로 현금을 높여 놨습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
88,빙하 속 잠든 신종 바이러스가 깨어났다지난 1월 학술논문 사전공개 사이트인 바이오 아카이브(bioRxiv)에 미·중 공동 연구팀의 흥미로운 연구 결과가 소개됐습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
104,"그는 KPGA 선수권대회에서 첫 우승을 차지하며 코리안투어 5년 출전권, 미국프로골프(PGA) 투어 더CJ컵 출전권을 받았습니다.",대화형,사실형,긍정,미정,과거,과거,확실,확실
65,신상훈은 지난겨울 100m 웨지샷을 집중적으로 연습했습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
45,"인공지능과 같은 기술들이 이제는 수도꼭지만 틀면 나오는 수돗물처럼 일상적으로 구매할 수 있는 상품이 되어버린 지금, 수도 배관을 공급해 주는 역할을 하는 이들 기업은 CES에서 울려 퍼진 ＇인공지능 합창＇만큼 좋은 일도 없었을 겁니다(그래서 이들 회사의 주가는 CES 2020 이후 크게 올랐습니다).",대화형,추론형,긍정,긍정,과거,과거,확실,확실
31,이들 9개 프로젝트는 모두 설립자이거나 대표이사 1명이 1개 주식으로 회사를 갖고 있었습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
70,미국 상장사 중에서 매출이 가장 많은 기업 500개를 담은 S&P500지수는 연일 사상 최고치를 경신하며 6개월 전에 비해 15%가량 상승했습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
42,신라 성장에 의성이 무슨 역할을 했다는 걸까?,대화형,대화형,긍정,미정,과거,과거,확실,불확실
12,"최근 50년 동안 평균 기온이 약 3도 올랐고, 최근엔 남극 기온이 사상 최고인 영상 20도를 기록했습니다.",대화형,사실형,긍정,미정,과거,과거,확실,확실
15,훅을 인수해서 OTT 사업 역량을 내재화한 덕분에 쿠팡플레이를 선보이고 단기간에 ＇국산 OTT 톱3＇ 반열에 오를 수 있었다고.,대화형,추론형,긍정,긍정,과거,과거,확실,불확실
114,＇코로나19 바이러스를 통해 보지 않았는가.＇,대화형,추론형,긍정,미정,과거,과거,확실,확실
76,썩은 나무가 정치를 좌지우지하고 걸어다니는 시체가 권력을 쥐고 있으니 나라의 불행이 점점 가까이 다가오는구나.,대화형,추론형,긍정,부정,과거,미래,확실,확실
97,역학조사 결과 75년 전 동토층에 매장한 사람과 동물의 사체에서 나온 탄저균이 그 원인이었습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
24,지인이 키우는 개 ＇뽀리＇는 이름 때문인지(?) 식구들 양말을 가져가 숨기는 데 진심이란다.,대화형,사실형,긍정,미정,과거,현재,확실,불확실
78,TSMC는 바로 반격에 나섰습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
22,"전일 거래대금이 1,000만 달러 이상이었던 코인 중 상승 폭이 컸던 코인 보겠습니다.",대화형,대화형,긍정,미정,과거,과거,확실,확실
96,2015년 연구팀은 1만5000년 전 형성된 티베트 고원(칭장고원)의 굴리야 빙하에 깊이 50m짜리 구멍을 뚫어 얼음 샘플을 채취했습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
56,"1개 주식으로 100%를 보유한 9곳과, 1명 혹은 1개 회사가 수 개 주식으로 지분을 모두 가진 프로젝트는 27곳이었습니다.",대화형,사실형,긍정,미정,과거,과거,확실,확실
110,"아버지가 가르쳐주신 기술들과 사업관, 가치관이 있었기에 여기까지 버티고 왔어요.",대화형,사실형,긍정,긍정,과거,과거,확실,확실
30,랜팅은 남극에 서식하는 펭귄들을 찍었는데 사진 속 펭귄들은 하나같이 하얀 눈이 아닌 진흙을 뒤집어쓰고 있었죠.,대화형,사실형,긍정,미정,과거,과거,확실,확실
53,약 550개의 프로젝트 정보를 갖고 있는 가상화폐 공시 플랫폼 쟁글은 프로젝트의 주주 구성을 볼 수 있는 69개 프로젝트를 분석해봤습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
118,"과학자들은 사망한 소년이 유목민이라는 점을 고려했을 때 따뜻한 날씨에 동토층이 녹으며 사체가 드러났고, 이 사체와 밀접 접촉한 순록들이 탄저균을 사람에게 옮겼을 것이라고 추정했죠.",대화형,추론형,긍정,미정,과거,과거,확실,불확실
9,비슷한 시기 지구상엔 인류의 조상인 호모 사피엔스가 처음 등장했습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
33,민심이 한번 떠났더라면 양호(정유재란 때 명나라 총사령관)와 이여송(임진왜란 때 명나라 총사령관)의 구원병을 어떻게 먹이고 호남과 영남의 의병들이 어떻게 일어났을 것인가.,대화형,추론형,긍정,미정,과거,과거,확실,불확실
25,불호령 같은 규제를 피함과 동시에 ICO 물결에 탑승하기 위한 어쩔 수 없는 선택이기도 했던 것입니다.,대화형,추론형,긍정,부정,과거,과거,확실,확실
69,이 부회장은 지난 14일 에인트호번에 있는 ASML 본사를 방문했습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
28,이에 대해 참여연대는 ＂조국 펀드의 불법성을 주장했다는 이유를 들어 김경율 회계사를 비판한 바 없다＂고 밝혀왔습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
98,5월 마지막주 반도체 주가가 부진했습니다.,대화형,사실형,긍정,부정,과거,과거,확실,확실
85,세계보건기구(WHO)가 코로나19와 관련한 국제공중보건비상사태를 선포한 1월 30일 이후에도 S&P500은 5% 가까이 올랐습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
5,꽃구경이 그립다고요 그래서 서비스로 신구대식물원에 환하게 피어난 꽃 사진을 한 컷 끼워놨습니다.,대화형,대화형,긍정,미정,과거,과거,확실,확실
90,노력의 결과는 달콤했습니다.,대화형,사실형,긍정,긍정,과거,과거,확실,확실
68,"올해 새로운 디바이스와 소프트웨어 출시를 준비하고 있는 구글만 하더라도 그런 신제품들을 미리 공개하는 것보다, 우리 삶 속에 구글 어시스턴트가 어떤 새로운 도움을 줄 수 있는지를 체험하는 내용을 중심으로 전시를 구성했었습니다.",대화형,사실형,긍정,미정,과거,과거,확실,확실
39,비트코인 도미넌스(시가총액 점유율)는 66.3%로 전 주 대비해서 0.5% 상승했습니다.,대화형,사실형,긍정,미정,과거,과거,확실,확실
0,반대로 지역구 당선 의원에 비해 전국적 지지율이 높은 정의당은 새 제도가 도입되면 의석수가 더 늘어날 것으로 예상됩니다.,대화형,추론형,긍정,긍정,미래,미래,불확실,불확실
1,극지방의 빙하가 녹아 뱃길이 열리면 물류 운송시간이 크게 단축된다는 것입니다.,대화형,추론형,긍정,미정,미래,미래,불확실,불확실
2,하지만 모두가 총을 소유할 수 있게 된 시대에는 총을 활용한 전술적 혁신이 더 중요해질 겁니다.,대화형,추론형,긍정,미정,미래,미래,불확실,불확실
3,그리고 어드레스 라인과 퍼터 헤드가 정확하게 직각을 이루도록 돕고 스트로크를 할 때 퍼터 페이스가 열리거나 닫히는 단점도 고칠 수 있습니다.,대화형,사실형,긍정,긍정,미래,현재,불확실,확실
4,"이 애매하고 어정쩡한 둘 사이, 도대체 어떻게 설명해야 할까?",대화형,대화형,긍정,미정,미래,현재,불확실,불확실
5,어떻게 지속가능한 비즈니스 구조를 만들까?,대화형,대화형,긍정,미정,미래,현재,불확실,불확실
6,차라리 아무것도 안 하는게 돈을 버는 것일 수 있다는 생각을 갖도록 해야 하지 않을까.,대화형,추론형,긍정,미정,미래,현재,불확실,불확실
7,그러나 비워서 만들어진 공간을 활용하는 것은 가능하지 않을까.,대화형,추론형,긍정,미정,미래,현재,불확실,불확실
8,"비트코인이 1,100만원을 돌파할 가능성은 높지만, 만약 돌파에 실패할 경우 시장에 단기 조정이 찾아올 수 있습니다.",대화형,추론형,긍정,미정,미래,미래,불확실,불확실
9,양손 개입을 최대한 줄이는 만큼 컨디션에 상관없이 언제나 원하는 방향으로 공을 날릴 수 있습니다.,대화형,추론형,긍정,긍정,미래,현재,불확실,불확실
10,연동형 비례제로 소수 정당이 난립하면 복잡하고 다양한 이해관계가 생기기 때문에 갈등이 더 심해지고 정국이 불안정해질 수도 있습니다.,대화형,추론형,긍정,부정,미래,미래,불확실,불확실
11,이러면 ＇스타트 라인＇에 대한 믿음과 자신감을 얻을 수 있습니다.,대화형,추론형,긍정,긍정,미래,현재,불확실,확실
12,4차 산업혁명 관련 기업도 더욱 각광을 받을 테고요.,대화형,추론형,긍정,긍정,미래,미래,불확실,불확실
13,그래도 쓰러지지 않고 버티고 있으니 하늘에서 아버지가 기특하다고 생각하실 것 같아요.,대화형,추론형,긍정,긍정,미래,미래,불확실,불확실
14,재택근무가 확산될 것이고 의료 시스템과 원격진료에 대한 논의도 진지하게 시작되겠지요.,대화형,추론형,긍정,미정,미래,미래,불확실,불확실
15,그리고 향후 10년의 승리는 기술을 마스터한 상태에서 전술적 혁신을 어떻게 구축할 수 있느냐에 달려 있을 겁니다.,대화형,예측형,긍정,미정,미래,미래,불확실,불확실
16,그들을 어떻게 알아보고 걸러낼까.,대화형,대화형,긍정,미정,미래,현재,불확실,불확실
17,삼성이 이미 반도체를 포함해 450조원 규모의 투자 계획을 발표한 만큼 EUV 장비도 적극적으로 구매할 것으로 보이기 때문입니다.,대화형,추론형,긍정,미정,미래,미래,불확실,불확실
18,＂저는 곧 깨어나서 이 모든 것이 꿈이라는 걸 알게 되겠죠.＂,대화형,예측형,긍정,미정,미래,미래,불확실,불확실
19,코로나19 등으로 인해 미국 경제가 나빠지면 연준이 금리를 내릴 거라는 예상입니다.,대화형,추론형,긍정,부정,미래,미래,불확실,불확실
20,"지난해 10월과 11월에도 강한 매물 구간으로 작용했던 자리이기에 1,000만원대까지 조정이 나올 수도 있습니다.",대화형,추론형,긍정,미정,미래,미래,불확실,불확실
21,이번 사태로 스포트라이트를 받은 의료장비나 바이오 기업은 새로운 기회를 얻을 것 같습니다.,대화형,추론형,긍정,긍정,미래,미래,불확실,불확실
0,"첫째, 불필요한 마이너스통장부터 정리하자.",대화형,대화형,긍정,미정,미래,현재,확실,확실
1,네덜란드에 위치한 한 기업을 직접 찾아가서 만나기 위함인데요. ,대화형,대화형,긍정,미정,미래,현재,확실,확실
2,＂1인치 정도 되는 장벽을 뛰어넘으면 여러분은 훨씬 더 많은 영화를 즐길 수 있습니다.＂,대화형,추론형,긍정,긍정,미래,미래,확실,확실
3,평생에 이보다 좋은 일이 더 있겠는가.,대화형,대화형,긍정,긍정,미래,현재,확실,불확실
4,이 패턴은 추가 공정을 거쳐 반도체의 도로인 집적회로가 됩니다.,대화형,사실형,긍정,미정,미래,미래,확실,확실
5,사람 친구는 어느 한쪽에 애인이 생기면 끊어주는 게 쌈빡한 예의 아닐까.,대화형,추론형,긍정,미정,미래,현재,확실,불확실
6,＂부당한 지시라고 생각되더라도 저항이라는 걸 해보세요.＂,대화형,대화형,긍정,미정,미래,현재,확실,확실
7,하지만 진짜 위기가 왔을 때 이를 기회로 바꾸기 위해 실천할 수 있으려면 준비가 되어 있어야 할 겁니다.,대화형,추론형,긍정,미정,미래,미래,확실,불확실
8,반도체 기업들이 구매를 아무리 원한다고 해도 ASML이 생산량을 신속하게 확장하는 건 불가능합니다.,대화형,추론형,긍정,부정,미래,현재,확실,확실
9,"＂얼른 코로나 사태가 끝나서, 마스크는 이제 안 팔아도 되는 세상이 왔으면 좋겠어요.＂",대화형,예측형,긍정,긍정,미래,미래,확실,불확실
10,사람만이 아니라 동물들의 이동도 자유로워지죠.,대화형,추론형,긍정,긍정,미래,현재,확실,확실
11,＂그래서 콘텐츠에 힘이 생기고 팬덤이 만들어지는 겁니다.＂,대화형,추론형,긍정,긍정,미래,현재,확실,확실
12,＂크게 생각하고 도전적인 자세로 임하라.＂,대화형,대화형,긍정,긍정,미래,현재,확실,확실
13,인텔은 2025년까지 이 장비를 통한 제품 생산에 나설 방침입니다.,대화형,사실형,긍정,미정,미래,미래,확실,확실
14,한번 꼭 따라 해보세요.,대화형,대화형,긍정,긍정,미래,미래,확실,확실
15,눈 속을 헤치고 산을 오른 뒤 얼음을 뚫어야 비로소 바이러스를 만날 수 있죠.,대화형,추론형,긍정,미정,미래,현재,확실,확실
16,그 대신 지방 국립대에는 더 많은 지원에 나서자.,대화형,대화형,긍정,긍정,미래,현재,확실,확실
17,지금이라도 정부는 사립대에서 손을 떼고 자율에 맡기자.,대화형,대화형,긍정,미정,미래,현재,확실,확실
18,＂지역구의 이익보다는 국익을 생각하겠다.＂,대화형,사실형,긍정,긍정,미래,현재,확실,확실
19,WMO의 추정에 의하면 남극의 빙하가 전부 녹아 없어질 경우 전 세계 해수면은 약 60m 상승한다고 합니다.,대화형,추론형,긍정,미정,미래,미래,확실,불확실
20,＂본업인 연기를 잘하면 해결될 일이니까(웃음).＂,대화형,사실형,긍정,미정,미래,현재,확실,확실
21,＂그렇게 하나씩 썩어 들어가는 겁니다.＂,대화형,사실형,긍정,부정,미래,현재,확실,확실
22,온난화로 인해 오랜 시간 빙하·동토 속에서 잠들었던 고대 미생물과 바이러스들이 부활할 수 있기 때문입니다.,대화형,추론형,긍정,미정,미래,현재,확실,불확실
23,ASML이 독점 생산하는 이 장비가 없으면 반도체 기업들은 미세 공정을 시작할 수조차 없습니다.,대화형,추론형,긍정,부정,미래,현재,확실,확실
24,"＂건강할 때, 증상을 느끼지 못하는 질병을 조기에 발견하기 위해 건강검진을 꼭 받아야 합니다.＂",대화형,대화형,긍정,긍정,미래,현재,확실,확실
25,국립대 학생에게 이전보다 더 많은 장학금을 지급하고 지방 혁신도시 내 위치한 공기업에 지방 국립대 졸업생 의무 채용 규모를 늘려주자.,대화형,대화형,긍정,긍정,미래,미래,확실,확실
0,＂노인일자리 비판은 60만명이 넘는 빈곤노인을 그냥 방치하자는 것이냐.＂,대화형,대화형,긍정,부정,현재,현재,불확실,확실
1,요즘 인기 있는 여행지들의 공통적인 특징인 ＇인생샷＇에 대한 그의 철학과 혜안이 오늘의 남이섬을 있게 하지 않았을까.,대화형,추론형,긍정,미정,현재,과거,불확실,불확실
2,＇상사 뒷담화＇나 ＇회사 기밀 내용＇이 녹음·녹화되는 일은 없을까.,대화형,대화형,긍정,미정,현재,미래,불확실,불확실
3,"안용복, 생몰미상이 없었다면 오늘날 우리가 과연 독도의 소유권을 주장할 수 있었을까.",대화형,대화형,긍정,미정,현재,과거,불확실,불확실
4,하이프 머신의 힘은 얼마나 강력할까.,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
5,＂볼을 맞힌다는 생각을 버리고 ＇지나간다＇는 생각을 하며 드라이버를 휘두르면 자연스럽게 거리가 늘어난다. 그리고 임팩트 이후까지 헤드 스피드가 가속되면 피니시 동작은 자연스럽게 나오게 된다＂고 하네요.,대화형,추론형,긍정,긍정,현재,현재,불확실,불확실
6,"＂오른 팔꿈치가 뒤로 빠지거나 몸 안쪽에 위치한 상태라면 다운스윙을 정상적으로 할 수 없어 손목을 쓰거나 몸을 쓰게 된다, 당연히 정타와 장타 모두 잃게 된다＂고도 덧붙입니다.",대화형,추론형,긍정,부정,현재,현재,불확실,확실
7,세계 최고 교육 수준 덕분에 범죄 유형도 몸보다 머리를 쓰는 쪽으로 진화했다고 위안을 삼아야 할까.,대화형,추론형,긍정,미정,현재,과거,불확실,불확실
8,마늘꽃이 얼마나 예쁘면 도로변에 경관 식물로 재배하는 곳까지 생겼을까.,대화형,추론형,긍정,긍정,현재,현재,불확실,불확실
9,"＂1차 검사는 음성, 재검 시 양성이 나오는 이유는?＂",대화형,대화형,긍정,미정,현재,현재,불확실,불확실
10,＂보통 수준의 면역력을 지닌 성인 치료는?＂,대화형,대화형,긍정,미정,현재,현재,불확실,확실
11,준공 10년이 넘은 아파트가건폐율이 높다는 이유로인근 새 아파트 못지않게시세가 형성되기도 합니다.,대화형,추론형,긍정,미정,현재,현재,불확실,불확실
12,"비트코인이 큰 조정을 보이지만 않는다면, 당분간 마이너 알트코인도 강세를 보일 가능성이 높습니다.",대화형,추론형,긍정,미정,현재,미래,불확실,불확실
13,우곡생주를 잘 팔면 아버지에 대한 빚은 갚을 수 있겠죠.,대화형,추론형,긍정,미정,현재,미래,불확실,불확실
14,우리는 눈(雪)을 잃어가고 있는 것인가.,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
15,"말로 하기 전에 느낌부터 전해지는 것, 논리보다 앞서 가슴 찡한 느낌으로 오는 것, 그것이 조국일까?",대화형,대화형,긍정,미정,현재,현재,불확실,불확실
16,한국 정치가 극한 험지처럼 보일 때가 없지 않지만 그렇다고 오지 탐험과 보수혁신은 무슨 상관인가.,대화형,추론형,긍정,부정,현재,현재,불확실,불확실
17,매일 솜씨 좋은 정원사가 가위질을 해도 어찌 저런 단정함이 나올 수 있을까?,대화형,대화형,긍정,긍정,현재,현재,불확실,불확실
18,이렇게 볕 좋은 날 상의라도 벗고 바위에 누워 일광욕을 즐길 수 있다면 얼마나 좋을까.,대화형,추론형,긍정,긍정,현재,현재,불확실,불확실
19,거대한 우주와 나밖에 없는 꼭지점에 서 본 사람은 이미 해탈에 든 자가 아닐까?,대화형,추론형,긍정,미정,현재,과거,불확실,불확실
20,위성이 행성으로부터 독립하려다 좌절된 슬픈 스토리부터 생각해보자.,대화형,추론형,긍정,부정,현재,과거,불확실,불확실
21,그럼에도 불구하고 부득이 하게 보험계약을 파기해야 하는 소비자들을 위한 현명한 해약법은 뭘까.,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
22,이렇게 내 삶에서 정리라는 단어를 영원히 떠나보내야 하는 걸까.,대화형,대화형,긍정,부정,현재,현재,불확실,불확실
23,"코로나19로 인해 세계 경제에 불안함이 감도는 가운데, 많은 이들이 궁금해하는 미스터리 중 하나가 ＇왜 미국 주식시장만 올라가느냐＇인 것 같습니다.",대화형,추론형,긍정,미정,현재,현재,불확실,불확실
24,"잘 좀 써보려고 해도 복잡하기 짝이 없는, 하지만 남녀노소 누구나 꼭 필요한 이 필수품에 대해 간단하고 확실하게 정리해보자.",대화형,대화형,긍정,미정,현재,현재,불확실,확실
25,"한국게임미디어협회(KGMA) 신년기획 10부작 게임질병 코드 어떻게 볼 것인가 1부, 왜 게임은 탄압받는가?",대화형,대화형,긍정,미정,현재,현재,불확실,확실
26,중국정부가 모바일 결제가 안착하고 현금을 쓰지 않는 현 상황에서 디지털 화폐를 만드는 이유는 무엇일까.,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
27,"＇ICO 금지령＇ 피해 효율적이고 재빠르게 법인을 만들어야 했던 프로젝트들왜 전통 주식시장의 상장사들에 비해 주식이 소수에 집중되어 있고, 주식 수도 지나치게 적은 것일까요.",대화형,대화형,긍정,미정,현재,현재,불확실,불확실
28,"노후를 책임져야 할 3층 연금 중 한 축인 퇴직연금이 이리 비실대니, 노후 걱정 안 하고 사는 것은 ＇먼 나라 얘기＇ 같을 테죠.",대화형,추론형,긍정,부정,현재,현재,불확실,불확실
29,＂그 좁은 데서 어떻게 같이 지내요?＂,대화형,대화형,긍정,부정,현재,현재,불확실,불확실
30,＂백스윙을 하면서 오른 팔꿈치를 ＇ㄴ＇자 모양으로 유지하며 그대로 몸을 회전시키면 된다. 사실 유연성이 필요해 집에서 연습하기에 아주 좋다. 백스윙 모양만 잘 만들었다면 이후 동작은 크게 신경 쓰지 않아도 된다. ＇몸이 먼저 돌고 손은 따라간다＇는 생각만 하면 된다＂고 설명합니다.,대화형,사실형,긍정,긍정,현재,현재,불확실,확실
31,연동형 비례대표제가 무엇인가요.,대화형,대화형,긍정,미정,현재,현재,불확실,확실
32,제1야당인 자유한국당이 이 제도를 반대하는 이유는 무엇인가요.,대화형,대화형,긍정,미정,현재,현재,불확실,확실
33,"물론, 거래량이 받쳐주는 메이저 알트코인은 최소 1회 이상 급등할 가능성이 높습니다.",대화형,추론형,긍정,긍정,현재,미래,불확실,불확실
34,한국 추상화 선구자인 김환기의 푸른 점화 ＇우주(Universe) 05-IV-71 #200＇은 지금 어디에 있을까?,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
35,＂대규모 신도시가 조성되면 온통 토지 보상에 관심이 쏠립니다.＂,대화형,추론형,긍정,미정,현재,미래,불확실,확실
36,＂치료제가 없는데 입원하면 어떤 치료를 받나?＂,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
37,아니면 혹시 세무조사가 두려워 구입 사실을 숨기는 것일까?,대화형,추론형,긍정,부정,현재,현재,불확실,불확실
38,그런데 책 제목이 왜 그럴까?,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
39,예를 들어 건폐율이 20%라면 대지의 20%만 건물이라는 이야기죠.,대화형,사실형,긍정,미정,현재,현재,불확실,확실
40,"만족도 1000% 울산바위 등산을 마치고 내려오는 하산길에 언제 다시 이곳을 오를 수 있을까, 라는 상투적 생각도 들었지만, 자꾸 뒤돌아 보게 하는 힘은 과연 무엇일까?",대화형,대화형,긍정,미정,현재,과거,불확실,불확실
41,"＇자유한국당은 뭐하나, 이런 사람 영입 안 하고.＇",대화형,대화형,긍정,부정,현재,현재,불확실,확실
42,늘 ＇투기꾼 탓＇과 ＇전 정부 탓＇을 하다 보니 그 변명이 자기확증편향에 빠져들어 과잉 유동성 축소나 주택공급 확대 등 시장에 필요한 정책은 소홀한 것이 아닐까?,대화형,추론형,긍정,부정,현재,현재,불확실,불확실
43,운영 권한을 얻지는 못했지만 실제 자금줄을 보탠 일반 투자자들은 얼마나 정확하고 투명한 정보를 얻고 있는 것일까요.,대화형,대화형,긍정,미정,현재,현재,불확실,불확실
165,이들의 관할권은 모두 싱가포르입니다.,대화형,사실형,긍정,미정,현재,현재,확실,확실
186,＂건강검진은 질병의 조기 발견과 예방이 목적입니다.＂,대화형,사실형,긍정,미정,현재,현재,확실,확실
82,연동형 비례대표제가 도입되면 사표를 방지할 수 있어 모든 표의 가치가 동등해집니다.,대화형,추론형,긍정,긍정,현재,미래,확실,확실
30,외국 탄광회사 사람들과 하와이 미국인 농장주의 증언을 들어보라.,대화형,대화형,긍정,미정,현재,현재,확실,확실
